gene_id,gene_symbol,WKY_Joint_5d_A,WKY_Joint_5d_B,WKY_Joint_5d_C,WKY_Joint_3m_A,WKY_Joint_3m_B,WKY_Joint_3m_C,SHR_Joint_5d_A,SHR_Joint_5d_B,SHR_Joint_5d_C,SHR_Joint_3m_A,SHR_Joint_3m_B,SHR_Joint_3m_C
304299,Radil,63,60,86,15,30,40,22,36,41,33,22,46
304300,Papolb,5,7,15,2,6,11,10,7,9,3,2,18
304301,Mmd2,0,2,0,1,0,0,0,0,0,0,0,0
304302,Tnrc18,3517,3988,8271,3279,4282,10840,4280,4299,6641,3655,5046,5736
304315,Ttyh3,3111,3792,3170,1906,2036,3074,2673,2857,3015,2118,1392,2984
304317,Amz1,217,154,171,562,290,140,51,32,20,379,107,83
304318,Iqce,486,462,664,503,423,566,367,383,506,459,358,566
304322,Chst12,831,649,1253,1308,1058,2357,622,732,915,1216,640,3708
304323,Mrm2,100,67,54,87,110,51,65,91,59,67,62,47
304325,Tmem184a,0,12,0,18,16,1,4,7,2,16,26,14
304330,Cox19,427,526,229,518,492,324,504,562,254,476,365,345
304332,Dnaaf5,600,280,634,350,327,644,367,388,681,378,371,754
304334,Fam20c,1635,556,1371,3045,2450,2509,678,755,1199,1383,945,2026
304336,RGD1566386,25,36,28,72,57,44,39,43,38,32,36,34
304337,Zfp68,568,815,295,758,755,394,715,662,359,590,528,399
304342,Zscan21,384,419,317,352,391,355,495,485,277,393,367,370
304343,Cops6,2281,1669,779,1852,1897,1019,1667,1728,885,1836,1397,972
304344,Ap4m1,264,366,323,400,374,304,273,289,317,284,247,239
304346,Mblac1,99,76,47,77,62,35,78,73,36,70,53,48
304349,RGD1559588,2.5,0,0,0,0,0,0,0,0,0,0,1
304361,Mepce,150.3,2.55,686.32,35.2,0,843,339.63,113.39,651.48,144.62,0,770
304374,Fbxo24,1,5,1,5,1,2,5,3,1,3,1,1
304375,Agfg2,381.79,355.84,590.38,443.86,474.92,414.32,391.92,318.84,506.15,357.96,201.94,524
304376,Nyap1,160,178.77,325.62,251,294.13,452.89,234,221.99,463.97,268.12,280.25,482
304378,Gigyf1,499,974,1156,1121,958,1120,745,757,854,957,843,1008
304379,Zan,5,1,0,0,2,2,3,4,2,1,8,5
304382,RGD1561143,25.73,0,3,18,8,4,0,0,0,5.58,0,10
304388,Cldn15,190,315,134,363,265,115,82,89,48,214,93,48
304396,Lrwd1,732,556,706,689,638,833,604,658,642,642,471,863
304401,Ssc4d,85,67,106,87,134,76,76,90,104,104,61,100
304410,Castor2,315,534,583,436,537,845,584,604,574,685,425,735
304423,Tyw1,747,552,456,658,786,591,669,601,399,755,614,638
304429,Psph,335,339,456,410,687,553,381,454,641,676,655,635
304431,Sfswap,823,721,1148,625,760,1176,690,747,1126,731,756,1168
304445,Glt1d1,0,0,0,0,0,0,0,1,0,1,0,1
304447,RGD1559821,0,0,0,0,0,1.1,0,0,0,0,0,0
304458,Tmem132b,0,1,1,0,0,1,0,2,0,1,0,0
304469,Rilpl1,644,832,567,696,769,1143,787,819,519,818,718,1266
304470,Sbno1,1350,1180,1053,1254,1361,1349,1398,1198,1274,1165,1203,1149
304474,Pitpnm2,540,316,791,223,188,456,382,374,661,264,301,506
304477,Kntc1,1034.44,393,728,429,679.76,554,489,457,950.81,623,539.69,242
304479,Mlxip,454,458,1085,356,382,841,470,447,900,360,357,703
304485,Hvcn1,43,65,3,47,25,8,16,17,2,38,6,42
304486,Tctn1,540,945,558,1276,878,900,674,713,353,769,811,933
304488,Pptc7,642,553,433,747,555,461,453,529,397,515,579,428
304490,Anapc7,871,589,391,617,724,506,552,607,452,671,496,411
304495,Kdm2b,721,541,965,440,400,822,647,712,825,492,542,863
304496,Orai1,261,162,747,186,223,502,163,201,442,224,204,634
304498,Wdr66,5,18,9,8,8,17,9,12,5,9,11,24
304500,Acad10,174,383,231,382,284,298,277,326,126,311,299,325
304503,Hectd4,282,403,514,321,296,661,390,372,548,387,442,525
304507,Oas1i,0,34,0,9.62,87,17,8,3,4,31,3,9
304512,Rbm19,1159,568,862,593,617,637,540,544,939,580,468,697
304514,Tbx5,139,385,201,51,172,60,232,219,414,139,10,345
304521,Rnft2,172,212,214,536,246,375,201,219,202,261,257,344
304522,Fbxw8,1838,1476,1904,1369,1303,1673,1490,1569,1968,1331,1375,1849
304528,Rfc5,934,333,477.17,335,505,275.24,343,364,468.51,421,299,151.02
304529,Vsig10,858,934,1111,938,997,662,1115,1177,906,1130,1057,1002
304530,Taok3,325,315,296,242,269,484,246,221,232,312,232,559
304537,Bicdl1,0,2,91,4,10,5,6,8,292,7,7,11
304539,Sirt4,29,47,49,64,49,54,36,49,19,47,30,37
304542,Coq5,395,283,291,314,377,299,310,329,262,330,323,332
304543,Mlec,15093,15367,12697,15912,15870,14986,17197,17610,15652,17868,17081,17070
304545,Oasl,9,12,0,22,77,8,3,2,0,3,0,0
304546,Git2,1086,1048,1742,925,842,1640,965,1005,1460,894,923,1708
304547,Tchp,326,316,245,304,316,323,272,297,235,288,228,300
304549,Oasl2,27,26,19.48,54,50,36.36,17,13,24.36,34,11,35.74
304551,Myo18b,0,0,0,1,0,0,0,0,0,1,0,0
304554,Sez6l,36,4,84,7,21,1,9,4,10,4,0,0
304555,Hps4,212,324,366,390,258,488,265,315,319,298,309,531
304558,Ttc28,973,1923,1793,723,845,3330,2133,1866,1469,1043,1341,2712
304567,Pus1,616,360,314,288,390,272,303,412,366,345,319,314
304569,Ep400,1167,1347,2016,868,916,2010,1302,1205,2097,1029,1029,1513
304570,Ddx51,485,302,376,257,322,252,337,359,360,252,246,289
304572,Fbrsl1,427.84,391.86,1074.89,365.7,353.76,1091.95,391.81,416.57,830.21,402.95,298.84,1467
304573,Pole,646,260,904,294,453,383,353,333,926,402,354,212
304577,Ung,690,347,480,295,292,218,329,376,373,272,302,165
304578,Alkbh2,49,59,44,69,61,34,33,37,26,52,31,38
304579,Usp30,410,540,574,515,469,597,571,595,497,470,482,710
304580,Ssh1,372,409,469,309,301,622,396,369,427,363,453,501
304581,Tmem119,2515,1481,1035,779,913,592,1700,1871,343,1547,1057,817
304582,Sart3,1089,769,724,732,931,595,755,716,708,730,678,632
304591,Dtx2,461,597,729,825,599,720,422,430,535,419,296,714
304592,Orai2,358,813,393,1097,978,1078,536.89,569,326.2,714,699,960
304601,Baz2a,604,953,1260,815,850,1446,773,696,1171,798,795,969
304608,Mmp19,2520,3077,1886,4481,3124,2566,2331,2522,1123,3183,3352,2595
304645,Tbc1d9,100,130,287,95,117,101,174,171,220,233,380,67
304648,Asf1b,1778,488,723,631,979,316,475,499,505,706,441,184
304650,Misp3,2,2,0,0,0,1,0,0,0,0,0,1
304653,Dcaf15,748,372,751,395,474,378,391,431,723,486,349,310
304654,RGD1306072,127,277,247.99,227,222,213,166,193,132,233,210,210
304655,Zswim4,623,687,927,668,674,1097,559,584,382,617,464,1055
304656,Ccdc130,221,152,378,169,165,359,174,181,298,209,182,350
304663,Lyl1,5,1,1,2,4,1,3,1,12,1,12,13
304666,Klf1,2,4,3,6,6,9,6,2,4,4,5,8
304669,Hook2,169,249,127,302,275,167,157,171,57,232,144,146
304670,Tnpo2,3220,3034,2497,3315,3799,2565,3281,3316,2387,3450,3170,2469
304688,Serpinb3,0,0,0,2,1,1,0,0,0,3,2,0
304690,Serpinb13,0,0,0,8,1,3,0,0,0,0,0,0
304695,Zcchc2,382,350,654,460,331,449,344,328,619,269,309,451
304709,Bfar,1126,1631,746,1477,1403,858,1386,1476,649,1295,1291,944
304714,Rrn3,2222.7,1852,1157.5,2111,2117,1120.46,1975.48,2076.51,1143.46,1846.56,1925.11,1066.4
304719,Ercc4,182.66,180.69,206.64,210.05,198.25,207.84,216.77,210.45,200.79,284.25,221.75,315.03
304721,Pdxdc1,1217,1083,798,1083,986,1183,1201,1180,1114,1162,1212.85,1234
304729,Gli2,381,510,1199,268,323,882,504,452,1308,273,269,706
304731,Tmem185b,934,906,995,836,868,631,915,913,854,700,728,592
304733,Epb41l5,20,26,22,31,39,37,28,27,34,37,29,26
304735,Tmem177,143,146,136,127,120,74,120,136,117,131,105,120
304740,Clasp1,1176,1191,1668,774,908,1547,1152,1152,1488,891,1029,1228
304741,Tfcp2l1,14,28,51,10,17,29,49,61,120,43,56,44
304743,Ccdc93,763,933,493,699,711,621,741,767,493,705,653,698
304758,Ccnt2,412,772,547,762,624,539,628,604,560,576,690,550
304761,Zranb3,224,139,159,136,165,102,143,143,113,130,142,92
304763,R3hdm1,2035,1527,3725,1622,1762,3497,1831,1962,4179,2127,2688,3540
304766,Ubxn4,2215,1948,2253,1884,2068,2564,1856,1882,2147,1789,1783,2618
304775,Dyrk3,3,1,3,7,12,1,3,4,6,17,4,4
304784,Slc26a9,2,2,2,4,9,2,4,2,0,4,3,0
304785,Slc45a3,4,1,6,4,2,3,1,2,12,3,3,4
304786,Elk4,1328,1830,837,1632,1436,853,1368,1329,850,1252,1103,640
304791,Dstyk,322,521,234,473,413,271,376,400,243,382,409,277
304794,Rbbp5,1031,708,766,677,740,559,744,737,729,658,703,529
304798,Mdm4,757,1254,610,902,860,450,978,960,539,789,889,408
304799,Ppp1r15b,1573,1446,694,1154,1064,559,1482,1477,870,1037,1464,641
304802,Optc,14,20,17,21,21,39,10,18,18,17,9,37
304805,Cyb5r1,1237,1282,1542,1128,1274,1154,1718,1870,1443,1317,2001,1357
304807,Rabif,520,359,420,335,327,314,0.02,382,356.99,338.93,0.02,378.87
304809,Kdm5b,776,1806,964,1260,1277,1562,1906,1960,1078,1326,1627,1367
304813,Ppp1r12b,274,424,515,290,293,427,455,468,518,361,336,550
304815,Elf3,1,5,3,5,14,3,5,4,0,4,0,1
304816,Lmod1,1871,1063,4478,204,340.88,3702,2496,2649,2349,1770,2734,3471
304817,Ipo9,3719,3044,3361,2353,2723,2678,3109,3170,3308,2952,2880,2526
304822,Pkp1,1299,382,2049,533,657,1687,682,656,1991,1313,2863,4104
304825,Crb1,4,1,1,4,2,3,0,1,1,1,1,2
304827,Kcnt2,19,55,14,38,42,25,57,47,62,36,12,34
304832,Cdc73,433,289,312,339,345,407,424,401,370,366,399,337
304833,Trove2,69,149,64,138,146,130,245,157,151,106,221,121
304850,Rnf2,1439,1395,1322,1017,1194,1022,1549,1525,1226,1185,1082,990
304851,Trmt1l,369,362,410,461,450,525,377,400,388,394,351,540
304859,Dhx9,2487,1897,1918,1518,1930,1528,2313,2053,2350,1688,1831,1286
304860,Npl,146,172,200,163,135,163,153,157,79,139,86,135
304862,Tpr,1756,1842,2415,1466,1749,2809,1756,1833,3227,1709,1972,2011
304863,Odr4,551,578,398,672,624,501,594,586,421,619,624,518
304881,Tor1aip2,2930,3291,1986,3555,3507,1953,3007,3087,1692,2994,2842,1942
304883,Abl2,530,485,525,455,398,482,487,472,516,419,506,332
304884,Tor3a,393,358,260.12,510,466,297.76,470,456,367.76,501,371,505.93
304885,Fam20b,2116,1739,2315,1554,1539,1750,1967,1848,2107,1455,1509,1815
304887,Ralgps2,17,6,4,1,2,0,35,52,17,17,5,7
304893,Rasal2,309,123,228,94,68,208,378,341,448,142,228,373
304900,Astn1,0,1,0,3,7,4,0,0,3,1,1,0
304913,Tnn,22946,14223,7133,27326,41620,30148,6263,6507,769,22119,5724,2569
304914,Rabgap1l,619,858,559,738,650,685,643,534,449,475,507,466
304917,Serpinc1,0,0,2,0,0,0,0,1,0,0,1,0
304918,Zbtb37,19,31,14,20,24,15,25,17,14,13,20,11
304919,Dars2,414,302,223,388,366,165,264,302,212,329,306,174
304920,Klhl20,562,832,660,683,689,582,841,825,562,735,752,622
304922,Fmo6,0,0,0,0,0,0,0,0,0,0,0,0
304923,Gorab,496,525,259,484,411,274,432,479,231,409,439,314
304928,Mettl18,112,79,50,76,86,31,92,119,57,81,75,46
304929,F5,2,1,41,38,30,23,6,4,62,15,1,6
304935,Tbx19,3,3,9,5,11,4,5,5,6,8,5,7
304941,Pogk,661.98,1110.88,1089.89,1112.5,1059.82,1378,977.87,928.83,1058.88,906.71,962.14,1132
304944,Uck2,1538,516,1530,826,728,1345,583,567,931,633,544,841
304947,Pbx1,325,703,539,465,384,553,584,556,403,478,706,604
304951,Nuf2,1395,389,432,624,1122,415,524,501,547,709,417,316
304954,Uap1l2,95.21,45.48,32.24,83.47,56.73,30.22,0,0,0,0,0,0
304960,Olfml2b,1323,2711,2322,775,1395,9890,9269,8622,2818,3564,5412,20530
304962,Atf6,1988,2198,3033,2256,2208,2938,2623,2549,2994.01,2651,3661,3225
304965,Fcrla,0,1,0,0,0,2,0,0,1,0,0,2
304971,Tomm40l,592,424,428,389,418,485,432,468,454,434,363,446
304978,Copa,7026,6743,5412,5611,6236,7615,7215,7292,8149,7347,7811,7293
304979,Igsf8,669,513,509,829,829,705,548,618,700,727,445,885
304982,Igsf9,33,65,170,79,97,130,60,82,116,47,14,51
304983,Tagln2,23263,10676,21945,20695,21021,23837,10937,11597,21180,17326,12480,16355
304984,Cfap45,104,68,85,300,352,195,35,36,53,234,88,81
304988,Mnda,895,771,239,4536,3930,1078,224,205,9,879,353,92
305000,Exo1,419,115,349,99,150,117,154,152,228,147,103,52
305002,Sdccag8,173,194,115,258,243,171,160,182,117,190,181,179
305012,Kif26b,99,193,84,134,55,227,223,211,242,215,64,322
305021,Sccpdh,726.06,636.99,223.55,534.62,635.14,331.97,791.95,693.92,224.45,619.93,679.08,379.17
305025,Tp53bp2,300,374,495,245,306,505,365,335,430,310,244,579
305031,Brox,1180,1418,754,1474,1489,912,1422,1412,631,1481,1436,1129
305035,Angel2,661.78,675.99,372,769,611,397,530.02,544,287,600,531.72,334
305055,Kctd3,1393,1146,1024,777,886,824,1173,1253,1474,965,877,929
305064,Ptpn14,1368,1899,3202,1359,1311,2490,2669,2665,5624,2021,3103,2465
305066,Prox1,3,0,4,3,3,4,3,3,0,4,1,5
305070,Tmem206,212,164,304,162,203,323,296,355,295,284,199,516
305073,Dtl,1045,363,1174,302,391,383,444,435,808,311,375,186
305076,Utp25,660,486,545,436,488,400,537,541,545,426,471,431
305078,Lamb3,11,2,103,24,22,16,20,11,160,16,12,70
305081,Cd34,8,22,4,0,0,0,0,0,0,2,0,0
305083,Zfp281,630,736,863,1017,844,1279,805,672,531,808,811,955
305095,Tmcc2,128,118,220,62,84,188,196,210,180,139,170,212
305096,Klhdc8a,293,217,379,68,19,18,423,410,278,97,663,16
305101,RGD1304622,560,548,1200,466,464,790,580,580,1072,570,555,785
305104,Col9a1,43,5,4502,0,4,819,1008,1015,26234,1,0,2666
305105,Fbxo28,486,444,316,416,463,326,425,435,243,421,322,308
305120,Rpap2,202,239,186,257,304,237,288,301,211,300,252,228
305127,Zfp644,845,922,763,581,634,711,791,713,635,574,587,668
305131,Lrrc8d,130,227,359,275,270,296,115,120,363,181,84,386
305135,Lrrc8b,329,667,603,461,464,646,455,435,238,398,371,486
305139,Gbp6,27.96,221.11,45.08,302.25,487.39,94,86.51,83.85,3.48,331.22,48.87,45.22
305142,Abcg3l3,417.94,596.61,328.49,684.08,590.5,572.27,665.63,617.26,106.06,762.32,813.86,468.57
305149,Nudt9,626,509,423,569,546,524,457,522,526,481,449,502
305150,Hsd17b13,2,19,3,1,6,3,5,5,0,2,5,1
305152,Aff1,1437,1226,1375,1915,2155,3192,1176,1175,1211,1884,1692,2201
305156,Arhgap24,679,685,897,442,351,857,635,572,376,705,564,805
305164,Wdfy3,789,1279,1428,694,694,1374,1105,963,1294,745,833,835
305166,Gpat3,204,164,93,274,293,80,110,111,124,204,95,54
305171,Lin54,787,361,765,445,597,551,383,351,685,456,367,422
305177,Enoph1,901,625,752,507,629,524,832,872,919,669,727,588
305178,Hnrnpdl,4120,3557,1892,2796,3025,1529,3225,3150,2569,2424,2701,1492
305198,Prdm8,89,120,221,1717,1252,659,82,89,66,1442,1539,655
305203,Paqr3,188,309,237,477,628,460,256,269,171,620,323,475
305227,Septin11,5230,4184,5258,2749,4253,7003,5618,5311,5566,5287,6395,7794
305230,Shroom3,22,18,69,4,12,36,39,29,136,9,6,33
305234,Stbd1,434,420,264,391,462,325,789,842,271,793,742,328
305235,Art3,1,3,2,1,1,3,1,3,4,1,0,0
305236,Cxcl11,1,6,12,12,31,3,2,1,0,2,1,0
305240,G3bp2,4191,3547,2620,3605,3889,2748,3854,4093,1885,3964,3800,2508
305242,Cdkl2,113,114,52,159,128,55,152,156,30,156,132,97
305244,Thap6,259,208,156,188,190,129,218,212,230,164,197,178
305248,Mthfd2l,65,64,62,46,70,55,64,57,50,60,61,47
305251,Rassf6,4,1,7,15,20,16,7,0,6,22,5,7
305253,Adamts3,100,99,55,50,73,19,87,60,242,36,2,8
305256,Grsf1,1910,2082,1239,1855,1798,1831,2152,2276,1338,2034,1947,1901
305258,Utp3,1270,929,776,747,940,658,999,968,846,890,796,735
305265,Tmprss11e,1,0,1,2,1,0,3,1,5,1,1,0
305268,Uba6,519,594,484,715,633,461,546,487,544,548,674,351
305270,Cenpc,536,306,254,315,491,172,331,275,339,263,242,209
305287,Exoc1,618,513,377,589,608,506,578,574,413,653,621,540
305288,Cep135,359,146,272,153,202,147,163,170,244,163,164,125
305291,Srd5a3,1738,1140,1823,1516,1380,1503,1186,1147,1434,1544,1126,1557
305302,Rasl11b,1853,1935,1497,778,533,1416,2564,2471,347,2080,3066,1336
305309,Slc10a4,3,1,2,0,0,3,5,0,5,3,3,3
305310,Slain2,1873,1625,2442,1348,1293,2186,1741,1644,2502,1402,1457,2359
305311,Txk,0,0,1,0,1,0,1,0,0,1,2,3
305317,Guf1,514,370,264,423,443,316,303,355,403,325,374,294
305332,Limch1,320,362,343,64,65,30,648,678,981,44,85,110
305338,Apbb2,978,1339,1614,752,702,1061,1405,1499,1540,1216,1056,1310
305339,Nsun7,2,7,1,7,5,1,4,3,2,1,5,2
305340,Rbm47,9,3,4,26,11,9,5,5,2,7,2,6
305341,Rhoh,1,2,4,3,2,2,1,6,3,7,2,5
305342,N4bp2,378,646,490,458,446,406,596,510,668,316,317,264
305343,Pds5a,2580,2132,1971,1906,2031,1845,2317,2246,2133,1885,2273,1557
305348,Lias,207,216,94,228,200,84,160,192,114,188,151,105
305349,Wdr19,178,262,182,254,224,216,242,182,158,217,203,217
305350,RGD1565119,4.68,11.94,2.95,8.82,12.95,14.53,12.03,4.63,3.68,11.28,5.73,11.83
305351,Klhl5,935,1189,543,1102,918,718,1022,1093,393,886,647,649
305353,Tlr6,211.61,258.93,179.47,125.5,192.39,165.03,175.7,180.24,73.67,169.45,141.24,140.44
305354,Tlr1,2.1,6.22,1.96,1.03,3.06,1.84,1.03,3.03,0.94,1.01,2.06,2.05
305365,Slc25a52,22.86,26.71,1.44,27.54,25.4,15.22,25.29,14.7,3.55,29.76,32,17.39
305367,Arap2,2,29,38,51,73,54,37,31,51,35,65,14
305373,Hmgb3,838.31,635.75,325.35,669.52,1113.48,441.78,821.13,707.38,305.34,617.79,480.71,242.13
305386,Tapt1,869,677,608,585,590,448,683,749,762,528,503,414
305391,Med28,1088,859,496,740,828,417,799,924,543,759,610,519
305392,Ncapg,1136,462,524,625,988,316,575,478,516,556,485,164
305408,Adgra3,1545,1569,2213,1046,1070,2272,1347,1372,1167,1546,917,4860
305417,Lgi2,52,22,8,15,17,3,10,2,6,8,0,1
305419,Pi4k2b,640,313,390,360,416,425,416,424,488,426,460,482
305420,Anapc4,1523,1477,906,1361,1451,883,1360,1495,998,1234,1271,825
305423,C1qtnf7,73,448,56,288,109,86,184,155,28,436,42,199
305424,Fbxl5,2118,1822,895,3032,2648,1567,1633,1566,588,1951,1414,1250
305427,Otop1,0,0,1,0,0,1,0,2,0,0,1,1
305428,Zbtb49,80,94,60,94,97,86,95,94,77,71,77,57
305431,Stk32b,2,4,47,4,4,7,7,10,31,9,0,14
305438,Sorcs2,64,202,47,26,35,21,60,75,110,56,12,18
305441,Sh3tc1,8,1,2,4,3,3,1,3,2,1,1,5
305443,Trmt44,147,119,143,150,166,182,133,137,89,161,144,137
305448,Dok7,1,0,0,0,2,0,0,1,1,0,0,0
305449,Mfsd10,1892,972,1384.02,1457,1693,1199,1054,1121,1168,1513,1014,1188
305450,Sh3bp2,329,484,442,658,669,519,288,332,322,483,290,449
305451,Tnip2,231,277,133,232,242,147,190,202,79,186,142,200
305452,Fam193a,876,1016,2368.26,823,910,2174,903,1012,2350,851.2,869,1984
305453,Cfap99,7,4,9,8,8,15,9,16,20,10,16,15
305454,Zfyve28,15,12,21,21,6,15,28,15,14,16,36,31
305455,Nelfa,942,707,1308,717,702,1351,663,720,1378,587,552,1519
305457,Letm1,1268,1060,1203,1008,1068,1293,1247,1238,1092,1293,1355,1489
305458,Tmem129,1008,608,1183,665,748,705,732,778,987,833,811,913
305461,Fam53a,246,261,420,223,241,322,280,319,321,296,257,352
305464,Depdc5,578,480,687,456,516,730,446,457,526,505,395,695
305466,Prr14l,621,708,506,385,506,516,710,681,471,481,622,378
305467,Sfi1,215,304,242,357,331,277,241,270,243,282,206,343
305468,Eif4enif1,1480,1093,2479,839,1025,2206,1107,1158,2563,998,1047,2234
305470,Drg1,1079,684,392,676,822,322,759,867,445,722,705,329
305471,Patz1,535,675,571,460,357,435,554,695,369,351,392,418
305472,Pik3ip1,29,127,38,132,115,65,203,183,50,131,132,175
305475,Osbp2,242,126,155,198,263,75,286,317,270,206,144,122
305476,RGD1308775,1,2,1,5,1,3,1,2,1,4,6,1
305477,Dusp18,713,729,1084.68,944,787,1194.12,778,711,1254.77,843,941,1331
305478,Rnf215,379,515,387,582,525,397,458,531,376,543,484,460
305479,Sf3a1,2339,1593,4413,1394,1738,3793,1743,1690,4280,1439,1444,3351
305482,Mtmr3,2226,2382,1757,1890,2044,1942,2107,2167,1810,1951,1933,1893
305491,Ankrd36,1,1,0,0,1,1,1,1,0,0,0,2
305493,Urgcp,706,704,549,695,723,560,709,724,465,682,558,585
305494,Aebp1,1517,2563,2005,3115,1708,3684,2355,2556,2565,2130,1872,3589
305497,Cobl,125,208,864,351,379,1032,328,324,1045,301,710,1289
305501,Ikzf1,4,0,4,0,2,2,2,0,1,1,0,7
305502,Tmed4,611,799,557,838,884,821,1028,1105,623,931,979,984
305505,Ccm2,1328,954,1219,745,843,1121,1020,1064,1443,974,948,1173
305506,Eif6,2440,1687,2227,1410,1536,1619,1623,1793,2285,1585,1309,1995
305509,Adcy1,13,98,36,9,31,40,80,59,37,46,15,86
305539,Spred2,197,245,270,240,253,260,245,203,198,178,185,245
305540,Slc1a4,1950,1918,1854,1171,1525,2012,2494,2477,2291,1644,2762,2145
305544,Aftph,552,604,517,778,769,529,626,612,580,719,667,594
305549,Peli1,239,260,298,243,248,300,274,281,375,316,222,357
305552,Wdpcp,176,171,58,101,144,70,118,107,58,93,91,77
305556,Ehbp1,865,1142,672,366,405,528,892,918,698,533,631,682
305571,B3gnt2,475,299,448,337,339,271,519,552,367,463,632,293
305577,Ahsa2,361,195,160,213,242,199,163,172,176,198,147,183
305579,RGD1305110,299,371,403,398,435,386,448,410,268,464,462,442
305581,Pex13,514,546,504,544,573,465,560,600,438,544,519,512
305583,Pus10,333,339,232,352,265,226,316,316,202,239,305,200
305584,Rel,61,41,84,41,36,63,41,31,66,40,41,61
305586,Papolg,271,237,385,259,288,361,262,257,393,186,229,349
305589,Bcl11a,36,49,37.07,4,11,17.59,86,82,45.61,4,10,11.81
305600,Fancl,164,161,65,151,134,62,124,130,70,115,99,48
305604,Efemp1,3,499,12,216,101,20,56,75,3,2,12,90
305605,Ccdc88a,586,646,686,388,455,731,738,572,1033,375,567,602
305606,Mtif2,188,159,80,188,204,113,127,133,103,162,130,127
305610,Eml6,37,51,24,71,50,35,39,30,34,59,48,23
305614,Sptbn1,6258,11160,7521,7086,8102,9596,8377,7628,6657,8593,9806,8409
305623,Tmem175,507,618,667.01,686,590,618,543,638,518,644,596,700
305624,Pcgf3,529,521,1177,386,437,1424,736,698,1305,517,616,1732
305625,Slc49a3,82,103,28,93,79,35,61,62,10,68,63,47
305626,Pigg,190.5,199.5,291.5,235,212,192,251.5,223,290,229,270.5,202
305628,Ccdc18,93,44,35,65,117,37,51,42,57,63,44,26
305633,Antxr2,2542,4079,2137,4754,4829,3241,2502,2475,1276,4869,3291,4723
305645,Dlg5,1067,1351,1530,1105,1014,1719,1227,1222,1511,1178,1177,1629
305675,Synpo2l,10,5,50,8,3,10,32,47,142,8,7,14
305679,Vcl,16778,8379,20100,2039,2616,11874,16384,16624,21068,7437,13765,11418
305684,Samd8,650,561,551,728,685,587,703,657,438,760,717,605
305685,Comtd1,209,211,157,289,223,137,155,166,124,284,217,155
305687,Zfp503,686,1074,1541,903,1085,2196,744,857,1024,716,1011,2264
305691,Zfp385d,85,63,126,44,45,245,46,37,93,59,69,130
305705,Lrrc3b,0,1,0,1,0,0,4,2,9,1,0,0
305710,Nek10,0,3,2,6,2,3,1,3,1,1,0,2
305714,Thoc7,1077,792,521,890,1128,636,821,805,634,932,729,612
305751,Nkiras1,109,169,58,186,135,68,160,143,46,183,173,78
305792,Kctd6,146,116,67,111,126,66,137,116,110,126,119,74
305795,Abhd6,268,337,379,472,337,494,372,357,325,432,403,495
305811,Rcor2,288,406,546,408,443,1080,441,480,741,364,329,810
305812,Gpr137c,0,3,5,2,2,0,0,0,2,0,0,0
305816,Ddhd1,388,294,400,649,743,496,226,237,349,530,285,405
305826,Samd4a,734,382,1215,489,587,1902,599,615,1496,658,750,2066
305827,Wdhd1,786,306,528,276,412,230,418,390,498,411,400,145
305828,Socs4,158,200,144,161,144,116,195,171,127,128,148,97
305830,Fbxo34,528,514,453,597,561,490,528,544,421,595,459,489
305831,Atg14,203,362.91,168.96,423.85,396.74,225,286,312.92,127.85,310,267.78,221
305835,Peli2,47,113,28,47,45,38,44,23,11,25,11,11
305837,Ttc5,293,387,269,346,381,292,386,370,246,370,279,323
305840,Rnase10,3,6,8,136,212,375,0,1,0,23,2,168
305841,Olr1637,1,1,0,0,6,4,1,1,0,1,0,1
305842,Rnase6,0,0,0,0,0,0,1.28,0.89,2.04,2,2,0.05
305843,Ang,41,32,46,85,88,114,31,27,52,49,38,110
305845,Mettl17,130,128,151,119,133,122,138,161,145,118,99,180
305848,Zfp219,454,901,944,1107,1087,1570,662,736,578,786,695,1667
305850,Rpgrip1,3,5,1,11,22,7,1,0,0,3,8,11
305851,Supt16h,3317,2359,1802,2101,2533,1490,2341,2350,1785,2098,2118,1093
305853,Rab2b,665,1086,485,985,844,524,921,1008,413,887,792,577
305854,Sall2,366,572,473,381,444,604,501,576,421,474,347,532
305861,Ap5m1,276,366,206,327,251,201,284,291,181,220,287,189
