gene_id,gene_symbol,WKY_Joint_5d_A,WKY_Joint_5d_B,WKY_Joint_5d_C,WKY_Joint_3m_A,WKY_Joint_3m_B,WKY_Joint_3m_C,SHR_Joint_5d_A,SHR_Joint_5d_B,SHR_Joint_5d_C,SHR_Joint_3m_A,SHR_Joint_3m_B,SHR_Joint_3m_C
302938,Mgrn1,3222,2337,2918,2264,2050,3072,3216,3155,3981,3220,2918,4699
302941,Ubald1,632.29,566.82,2622.74,529.68,502.96,2249.18,680.28,729.88,2017.33,783.65,546.51,2290.76
302946,Glis2,1042,2108,1986,1154,1299,1360,1338,1640,3425,1163,1362,1627
302948,Srl,2,4,0,3,1,2,5,3,0,1,1,2
302950,Adcy9,201,269,252,225,149,219,237,243,344,241,220,313
302953,Slx4,658,577,1177,526,581,947,536,543,988,455,528,673
302963,Mmp25,2,7,5,5,2,24,0,2,0,1,1,3
302965,Tnfrsf12a,4961,2314,5058,2083,2644,2992,2539,2719,4392,2536,3429,2368
302967,Paqr4,411,305,468,134,143,380,268,325,380,215,238,426
302969,Srrm2,3917,5876,10217,4186,4509,10110,5415,5206,11304,4214,5479,6844
302970,Prss32,0,1,1,0,1,2,1,2,0,2,5,6
302971,Prss22,1,0,1,0,0,0,0,0,3,0,0,0
302972,Amdhd2,334,367,326,515,467,348,274,311,247,562,304,383
302973,Abca3,455,704,1059,1239,980,977,690,775,753,1453,770,1526
302975,Syngr3,14,20,1,6,8,6,20,19,2,19,2,13
302976,Noxo1,0,0,0,1,2,0,0,0,2,1,1,0
302977,Rnf151,56,45,31,42,65,22,38,40,37,68,35,22
302980,Fahd1,293,234,168,330,267,163,216,243,140,279,222,181
302981,Spsb3,544,432,415,371,502,404,430,436,426,474,388,451
302982,Eme2,329,400,650,440,478,611,346,357,518,393,359,643
302983,Mapk8ip3,543,793,1221,754,731,1263,669,710,1227,846,948,1211
302986,Telo2,548,483,490,382,391,408,471,469,465,394,359,499
302987,Unkl,229,396,360,308,300,306,305,289,303,213,228,333
302993,Sox8,6,6,24,11,6,12,5,6,81,5,2,15
302995,Haghl,89,140,74,100,74,113,22,21,12,20,21,24
302996,Ccdc78,3,2,0,2,1,5,0,1,3,1,0,2
302998,Mettl26,189,171,161,229,257,196,136,172,104,209,131,245
302999,Prr35,0,0,0,1,0,0,0,0,0,0,0,0
303000,Capn15,283,317,786,277,239,592,338,345,794,270,285,604
303002,Rab11fip3,1087,1241,1225,1402,1290,1437,1113,1096,1162,1025,780,1503
303004,Tmem8a,484,218,239,630,406,320,193,193,114,360,214,334
303008,Rhbdf1,1207,1865,1766,1450,1381,1344,1130,1237,1461,1147,1080,1346
303010,Cpeb4,383,711,663,727,677,1030,492,417,551,484,550,692
303016,Crebrf,125,564,181,1240,891,321,322,293,101,502,288,274
303019,Neurl1b,56,23,40,17,51,46,81,52,132,42,26,54
303021,Sh3pxd2b,2221,2281,1267,1481,1159,1881,1963,1881,945,1520,1151,1468
303024,Fbxw11,1797,2105,1227,1781,1833,1214,2169,2056,1346,1945,2053,1217
303029,Ranbp17,58,66,66,71,62,62,96,85,80,97,46,80
303037,Spdl1,715,112,271,195,304,140,157,164,241,215,147,111
303039,Wwc1,5,20,47,2,5,1.25,20,23,55.93,5,1,7.4
303056,Atp10b,0,0,1,0,2,0,0,0,0,0,0,0
303057,Slu7,971,1010,794,1195,1302,1175,872,835,802,1006,776,1135
303059,Ccnjl,8,35,32,31,54,114,34,45,14,24,13,80
303060,Pwwp2a,339,376,382,293,314,274,382,330,342,260,285,247
303067,Thg1l,485,281,196,354,349,163,299,343,205,322,287,167
303068,Adam19,4111,2672,4516,919,893,1860,5169,4807,2092,2045,3680,1126
303070,Nipal4,39,6,32,7,2,13,33,43,20,10,24,2
303073,Cyfip2,9,2,8,4,5,6,1,4,11,8,1,6
303076,Surf6,988,865,492,680,789,566,762,789,539,759,673,602
303088,Trim41,1057,1169,888,1078,1134,1019,1150,1113,980,1129,1139,1202
303089,Trim7,69,89,134,275,254,151,103,107,213,255,143,162
303090,Irgm,176,214,120,372,351,217,154,115,61,273,156,204
303100,Mgat4b,921,1276,1039,1605,1545,1721,1059,1072,735,1401,1142,1800
303101,Maml1,775.11,1172.9,1336.26,943.25,863.22,1576.03,915.27,924.22,1340.46,875.27,903.38,1459.46
303112,N4bp3,103.77,71.72,129.94,64.31,121.45,70.05,72.41,88.69,128.91,47,55.41,67.31
303113,Jade2,431,513,341,745,617,326,320,313,318,478,368,335
303122,RGD1310352,3982,4890,3069,4191,4242,4006,4250,4569,2873,3612,3562,4239
303132,Aff4,2044,3427,2129,2426,2504,3240,3850,3352,2339,2597,3496,2668
303135,Septin8,4428,5262,3758,4137,4050,4665,4454,4600,3931,4446,5883,5603
303140,LOC303140,7,11,6.1,11.21,7.03,4.03,3.05,10,5,7.11,8.14,7.04
303141,Rapgef6,430,266,381,284,352,286,297,253,380,267,273,210
303158,Larp1,6535,4791,7541,3945,4523,6824,5295,5116,8203,4430,5006,5801
303163,Igtp,209.82,253.07,104.51,295.71,275.85,140.98,170.14,188.51,19,251.99,110.52,142.3
303164,Zfp692,284,338,365,256,275,189,240,264,306,334,352,264
303165,Zfp672,495,419,795,399,395,687,445,503,649,383,366,777
303173,Zfp39,83,114,75,70,98,91,118,93,66,65,55,76
303175,Hist3h2ba,1,0,0,0,1,0,1,0,5,2,0,0
303179,Guk1,992,699,671,638,737,596,725,785,786,823,730,568
303180,RGD1304587,254,218,265,279,303,368,202,183,221,219,122,241
303183,Snap47,261,220,189,387,316,222,235,268,143,335,252,195
303185,Flcn,380,841,315,874,687,381,541,677,252,563,512,473
303188,Rai1,1017,1188,1848,777,836,1844,1161,1211,2188,899,1130,1726
303190,Atpaf2,468,490,407,506,496,401,367,407,352,418,296,433
303193,Alkbh5,361,333,335,335,369,478,263,256,342,277,242,523
303194,Top3a,312,247,234,246,235,168,319,291,214,252,220,185
303196,Tmem11,1163,926,790,790,797,747,900,1029,948,890,784,834
303200,Map2k3,3385.95,2520.98,2019.75,3133.81,2816.39,2019.2,2038.52,2166.21,1701.62,2097.22,1751.87,1836.45
303201,Usp22,877,923,1170,669,783,1383,1296,1318,1533,836,1039,1460
303206,Ulk2,728,1518,915,1531,1330,1678,1303,1344,663,1168,1155,1912
303208,Specc1,1102,452,1164,533,322,676,1058,1052,710,1345,3131,617
303211,Mmgt2,296,234,330,223,224,277,247,259,203,202,251,311
303212,Zfp287,242,305,203,267,278,206,293,275,201,248,238,250
303214,Trim16,127,129,80,92,92,139,187,190,92,166,270,156
303215,Fbxw10,2,2,0,4,5,5,1,2,1,3,2,3
303218,Hs3st3b1,39,78.46,169.17,45,68.81,195.05,66.59,71.93,185.63,56.63,61,453.77
303222,Arhgap44,239,259,303,227,201,388,199,240,208,249,156,527
303226,Zfp18,340,379,252,401,440,298,355,357,220,381,315,366
303233,Cfap52,0,10,7,9,1,6,14,22,4,11,10,3
303236,Odf4,0,1,2,0,3,1,5,1,1,1,1,2
303238,Ctc1,1093,1152,1467,1320,1410,1275,1006,1030,1104,1216,915,1080
303240,Cntrob,347.8,205,302.85,190,276,201.54,257,255,299.87,244.69,222.91,150.82
303241,Chd3,4906,5575,6127,3324,3505,7473,6485,6277,6193,5942,5866,5014
303242,Dnah2,1,2,0,2,1,0,0,1,0,2,2,2
303244,Mpdu1,810,804,916,774,836,656,601,698,741,760,533,647
303245,Senp3,2201,1716,1861,1727,1922,1924,1885,1903,1787,1943,1756,1898
303247,Tnk1,0,0,0,0,1,1,0,0,0,0,1,0
303248,Neurl4,706,788,705,622,743,673,726,731,692,676,684,617
303250,Ybx2,6,9,38,7,4,8,6,19,87,8,2,8
303251,Dvl2,807,863,732,624,561,521,909,942,915,516,538,563
303252,Alox12e,0,0,0,0,0,0,0,0,0,0,0,0
303259,Mink1,1068,1279,2177,1226,1161,2177,1109,1100,1963,1163,1070,2090
303260,Spag7,907,785,471,683,736,485,764,820,396,771,605,536
303272,Pipox,0,1,0,0,0,0,1,1,0,1,1,0
303274,Phf12,895,1104,1979,722,817,1761,1080,1104,1747,825,962,1588
303275,Dhrs13,172,89,230,78,93,126,107,111,275,110,87,157
303277,Pigs,1445,1764,2303,2273,1794,2570,1711,1667,1995,2107,1790,3074
303280,RGD1307929,4394,5932,3418,6250,5745,5199,4689,4537,3498,5143,4509,4841
303281,Supt6h,2487,2638,5044,2028,2657,5828,2550,2661,5385,2699,2838,4786
303285,Traf4,496,697,985,371,540,714,669,770,1174,510,481,585
303287,Fbxo39,2,1,0,2,1,0,1,0,0,1,2,0
303292,Ankfy1,1754,1913,1319,1510,1674,1434,1605,1627,1239,1446,1568,1302
303293,Cyb5d2,59.09,102.7,61.51,184.07,138.41,83.93,115.58,103.95,56.13,127.44,110.01,109.02
303298,Rap1gap2,371,68,257,219,201,714,172,172,87,450,260,837
303300,Cluh,2561,1769,3168,1715,1664,2666,1806,1927,2825,1828,2088,2574
303304,Sgsm2,507,699,800,621,600,1061,671,711,824,541,724,1029
303306,Srr,200,375,251,310,341,427,313,329,370,384,330,450
303310,Hic1,79.51,43.49,74.62,25.62,9.84,8,6.39,15.23,27,27.4,26.55,18.38
303311,Rtn4rl1,66,20,104,1,1,5,71,66,50,22,12,23
303312,Wdr81,670,855,1057,1197,1026,1263,767,814,660,997,823,1165
303313,Scarf1,10,34,25,151,362,341,16,14,40,353,519,735
303321,Ccnq,220,159,130,197,191,132,156,174,135,222,153,162
303330,Tmem97,3075,777,1803,1021,1547,1314,1225,1316,2740,1362,1032,1492
303332,Tmem199,607,455,316,519,487,305,562,567,358,548,494,311
303333,Slc46a1,275.52,434.38,348,495.93,401.58,466.96,379.22,440.48,294.3,461.14,431.82,552.89
303336,Wsb1,1134,1834,1095,1513,1579,865,1580,1551,1161,1650,1944,645
303337,Rab11fip4,6,0,106,0,1,0,3,3,141,1,0,1
303342,Ssh2,221,374,342,314,446,521,322,311,382,315,317,327
303343,Abhd15,26,19,12,34,25,14,17,20,13,27,8,15
303346,Nsrp1,671,651,578,521,621,674,568,579,567,588,482,722
303348,Atad5,270,145,280,93,177,105,190,180,306,116,160,51
303350,Rnf135,142.98,132,158.01,185,146.82,163,138.06,112,107.55,126,112.94,139
303351,Rhot1,1039,819,759,749,834,818,998,998,801,762,887,850
303353,Psmd11,2467,1721,2066,1969,2127,1786,1901,2125,1895,1969,1833,1769
303356,Tmem98,1211,1313,845,1591,1937,1219,1323,1374,919,1601,1222,1195
303369,Lig3,1355,978,1176,865,996,1380,1046,1156,1497,1029,1095,1222
303372,Nle1,537,341,241,284,339,224,344,393,275,309,286,247
303375,Rad51d,258,223,231,274,212,174,219,275,171,256,172,246
303377,Slfn5,423,2190.13,128,1337.02,605.94,296,655.98,535.99,43,665,518.05,405
303378,Slfn13,1324,979,1715,1414,1221,662,585,658,949,969,594,545
303380,Slfn2,292.16,79,42.11,345.25,182.47,19,27,43.21,14,331.26,283.55,6
303382,Rasl10b,9.04,66.72,49.92,15.38,37.21,76.41,52.52,69.06,32.95,34.09,39.26,52.64
303384,Mmp28,4.47,0,0,0,13.04,20.78,0,12.07,1.55,7.23,7.23,78.97
303393,Cox7b,1411,1002,571,1133,1215,622,1133,1016,717,1054,820,599
303394,Usp32,481,747,433,826,762,627,675,575,410,599,652,486
303395,RGD1310166,1,1,0,1,1,1,2,0,0,1,1,3
303396,Appbp2,1611,1828,1145.98,1296,1434,1083,1755,1664,1272,1288,1482,1081
303398,Tbx2,124,79,202,99,45,173,98,74,86,184,171,239
303399,Tbx4,1184,60,494,45,27,138,724,665,456,61,5,116
303403,Med13,763,1074,749,738,719,950,974,823,886,700,845,774
303407,Gdpd1,15,43,53,65,84,81,60,73,33,100,61,74
303412,Rnf43,4,2,39.11,26,15,68.51,18,9,37.01,31,25,51.7
303413,Mpo,0,0,1,2,0,1,0,0,1,2,0,0
303419,Cuedc1,397,324,442,374,343,377,316,376,368,376,343,417
303439,Mmd,510,619,677,4090,3322,3900,567,543,199,1996,948,863
303443,Stxbp4,373,743,456,672,734,682,730,654,342,513,554,656
303448,LOC303448,7,3,6.9,9.74,6.63,1.34,6.31,7.01,7.43,7,6,5.01
303456,Utp18,776,370,277,383,405,147,394,397,264,348,390,152
303468,Sgca,12,35,9,30,39,12,46,78,9,44,10,46
303469,Dlx4,1,13,2,13,10,3,2,0,2,8,4,6
303470,Kat7,1638,1167,1442,1261,1312,1135,1101,1221,1477,1162,1082,922
303476,Abi3,1,1,1,0,0,0,0,0,1,0,0,0
303477,Igf2bp1,619,419,285,5,16,9,200,203,179,17,9,0
303478,Ube2z,4396,3761,3471,3717,4062,3058,3824,3896,3310,3892,3505,3107
303480,Hoxb13,0,0,0,0,1,0,0,0,0,0,0,1
303488,Hoxb3,36,81,56,41,37,141,20,21,15,12,8,81
303493,Snx11,602,700,315,802,846,377,682,729,284,831,777,425
303497,Osbpl7,183,235,320,210,240,350,223,219,318,193,171,332
303499,Sp2,596,384,1671,394,362,1241,387,376,1613,383,357,1107
303501,Arhgap23,2784,3039,4805,2916,3240,6485,3007,3106,4765,2955,3126,5854
303504,Mllt6,481,733,612,691,632,683,648,667,482,533,562,636
303505,Plxdc1,5,21,28,3,5,11,26,30,9,8,22,7
303511,Ikzf3,0,0,1,1,0,0,0,0,0,0,0,0
303514,Msl1,1988,2033,2937,1549,1909,2875,2052,2066,2969,1622,1714,2882
303515,Rapgefl1,70,180,107,107,90,160,121,162,117,86,97,145
303517,Tns4,1,0,4,1,0,0,0,0,0,0,0,0
303518,Smarce1,3118,3592,2987,3232,3741,3802,3597,3627,2992,3241,2690,3761
303533,Klhl10,2,4,5,6,6,2,3,1,2,4,2,0
303534,Ttc25,21,18,9,20,25,21,18,21,23,24,22,30
303536,Dnajc7,2185,1957,808,1887,1933,1052,1695,1745,740,1314,1335,892
303537,Zfp385c,0,0,50,2,1,9,5,8,183,0,0,2
303538,Dhx58,43,65,22,96,81,77,43,36,7,55,22,44
303539,Kat2a,1204,1157,1414,1023,1019,1345,1075,1153,1610,967,994,1448
303542,Ghdc,167,147,216,203,199,240,145,163,156,239,171,245
303547,Ezh1,439,693,689,921,693,890,607,540,465,712,596,1105
303552,Rundc1,597,557,508,622,585,662,527,528,503,462,519,707
303553,Rnd2,104,195,99,203,168,166,105,138,66,169,118,182
303554,Nbr1,2298,3341,2046,3965,3692,2838,3154,3096,1593,2997,2831,2964
303556,Lrrc37a,1.22,1,0,0,1,2,0,0,0,0,1,1
303559,Arl4d,55,53,51,46,41,29,44,54,43,52,34,22
303563,Nags,21,43,6,37,44,27,12,12,11,13,22,14
303564,Tmem101,766,734,389,783,711,304,696,748,322,723,634,288
303565,G6pc3,1557,1469,2745,2408,2348,2976,1631,1847,2371,2632,2156,3019
303566,LOC303566,339,78,402,126,185,176,95,89,333,151,93,90
303567,Tmub2,860,931,640,1069,1048,684,943,965,464,955,871,913
303569,Rundc3a,5,21,14,117,171,73,46,69,6,123,162,40
303572,Meioc,0,0,1,0,0,0,0,1,0,0,0,1
303575,Kif18b,1421,480,2148,574,988,1138,583,571,2431,757,478,821
303577,Acbd4,166,189,238,272,236,244,184,209,198,234,155,259
303580,Hexim2,128,155,120,155,148,149,135,136,116,131,135,127
303583,Arhgap27,14,15,27,38,43,43,19,19,17,41,29,70
303584,Plekhm1,448,518,736,633,576,825,443,449,514,559,447,948
303592,Tlk2,1174,1030,891,756,874,951,1049,990,1148,842,947,850
303596,Marchf10,6,1,7,3,2,4,5,3,5,1,1,7
303599,Tanc2,231,407,500,198,227,302,340,300,453,244,225,138
303601,Cyb561,22,24,3,6,7,1,6,9,6,8,3,2
303602,Dcaf7,1374,1778,1364,1351,1535,1300,1591,1643,1210,1399,1365,1193
303604,Map3k3,1935,1712,1890,1287,1401,1470,1491,1513,1834,1389,1197,1342
303605,Strada,905,736,1546,804,786,1268,774,776,1027,932,705,1324
303606,Ccdc47,2025,2058,1223,1990,2196,1105,2100,2154,1419,2439,2484,1193
303607,Ddx42,1869,1804,1528,1485,1687,1392,1994,1906,1696,1612,1866,1309
303608,Ftsj3,1623,939,1111,986,1280,1090,1037,1041,1160,1014,906,1032
303611,Tex2,527,384,695,473,417,528,438,414,678,701,616,717
303612,Polg2,82,106,52,107,94,50,65,60,35,59,66,41
303614,Smurf2,1717,1950,2712,1896,2202,2603,1767,1660,1774,2074,1638,2782
303617,Bptf,682,1228,1184,736,815,1517,1033,900,1247,741,786,1049
303630,Wipi1,1358,1546,1756,1544,1616,3162,1595,1581,1536,1630,1612,3446
303631,Arsg,124,404,118,404,264,260,130,143,18,134,85,196
303634,Gna13,183,191,189,173,221,188,217,158,179,136,160,196
303635,Fam20a,19,49,19,107,97,96,19,20,35,110,17,162
303637,Abca8,3,17,20,37,28,5,10,4,2,10,11,2
303638,Abca8a,3,28,12,6,2,4,34,29,13,7,2,10
303639,Abca6,0,0,0,0,0,0,0,0,0,0,0,0
303652,Cog1,686,722,1303,775,702,1283,820,736,1343,881,865,1753
303653,Cdc42ep4,1669,1269,1239,1224,1481,876,1138,1212,1319,1185,955,1352
303659,Kif19,4,7,10,13,15,9,3,5,16,11,2,7
303660,Btbd17,0,0,1,1,0,1,0,0,0,1,1,0
303669,Nat9,413,457,414,487,513,527,435,467,376,532,452,498
303670,Tmem104,740,743,1592,754,710,1754,636,737,1517,853,841,1925
303671,Fads6,0,2,1,9,20,5,2,0,0,6,3,11
303673,Mrpl58,438,308,239,263,321,230,272,238,322,257,212,321
303676,Slc25a19,137,108,159,115.77,137,146,100.54,109,146.63,110.75,63,164
303678,Caskin2,522,489,984,353,390,705,474,529,736,415,352,834
303684,Trim65,219,221,187,295,283,206,184,238,187,223,218,243
303685,Mrpl38,530,278,893,346,354,575,289,339,1237,343,269,756
303687,Evpl,0,17,8,83,164,69,8,11,12,41,12,63
303689,Ube2o,928,836,1228,606,672,1208,1261,1243,1562,1230,1296,1500
303690,Rhbdf2,118,238,458,328,261,618,289,230,215,406,413,630
303692,St6galnac2,28,147,97,151,102,123,120,119,58,48,48,27
303693,Mgat5b,1,2,1,0,0,0,2,1,0,0,0,1
303698,Pgs1,1809,1183,806,1660,1421,917,1134,1193,731,1457,1129,1054
303700,Usp36,670,587,1567,573,600,1236,616,647,1816,602,652,1314
303701,C1qtnf1,859,1725,249,2321,3242,764,609,661,76,929,238,470
303702,Engase,235,262,187,281,328,196,201,234,125,286,176,208
303730,Cbx2,169,155,229,130,197,183,191,180,218,117,137,149
303731,Cbx8,118,84,102,147,153,92,137,112,78,111,84,118
303734,Tbc1d16,176,320,205,297,272,239,355,350,177,254,256,234
303735,Rnf213,119,319,178,243,223,166,213,210,115,175,205,100
303740,Slc38a10,4405,5918,4014,6786,6186,6021,5271,5262,4874,6903,5455,7578
303741,Fscn2,4,7,3,8,3,2,5,6,3,19,11,8
303742,Faap100,438,329,412,246,281,304,264,284,290,221,193,290
303743,Notum,2,2,1,3,2,3,1,0,2,1,2,7
303744,Myadml2,0,1,0,0,1,0,0,0,1,0,0,0
303745,Sirt7,286,200,316,260,254,340,179,193,278,274,228,362
303746,Mrpl12,939,570,725,445,610,500,611,625,933,571,409,540
303747,Cd7,0,5,1,29,10,7,0,0,0,4,0,1
303749,Ogfod3,225,501,168,605,480,262,245,309,193,407,214,236
303753,Foxk2,2237,1479,2102,1228,1293,1682,2055,2075,2488,1392,1693,2080
303754,Rab40b,17,46,30,26,21,21,28,41,22,34,26,35
303755,Fn3krp,260,264,254,339,331,209,253,259,220,289,157,218
303763,Zfp207,4309,2452,3208,2549,2754,3893,2881,2915,3796,2467,2414,3894
303764,RGD1310429,159,263,98,240,173,120,251,250,93,159,219,130
303772,Slc16a6,1,10,9,4,13,6,19,23,18,15,34,2
303774,Tnrc6c,829,904,1104,626,627,962,856,822,1016,580,650,938
303785,Rimbp3,3,13,4,1,6,4,9,7,8,7,2,15
303786,Aifm3,8,11,16,7,8,11,9,9,12,9,11,10
303787,Slc7a4,7,4,15,7,9,8,11,11,3,14,5,11
303790,Smpd4,1217,915,1206,868,1000,860,835,896,1056,936,915,809
303792,Klhl22,1947,1800,1730,1752,1717,1948,1820,1905,1661,1792,1407,2079
303794,Dgcr6,434,395,283,451,409,348,308,344,278,463,298,451
303796,Zdhhc8,1162,1038,3163,785,789,2512,1206,1261,3227,958,1091,3236
303798,Arvcf,199,578,177,329,350,263,441,463,199,347,240,377
303801,Lamp3,1,0,1,11,2,0,1,1,0,0,0,0
303803,Klhl24,368,1308,248,1748,1402,607,1014,940,131,1080,587,691
303811,Dvl3,2059,2485,5122,1729,1683,4330,2611,2741,4846,1677,2206,3385
303812,Vwa5b2,2,10,11,2,5,21,8,12,6,6,9,16
303823,Map3k13,5,15,12,8,20,26,18,15,14,12,10,29
303824,Igf2bp2,1283,1883,1479,358,410,357,1437,1437,1122,502,936,213
303828,Etv5,953,1563,1554,1210,1252,1040,1101,1076,1548,1252,1293,788
303830,Tbccd1,295,249,313,266,249,252,262,247,207,227,222,257
303831,Eif4a2,3254,4018,1972,4565,4331,1783,4170,4171,1821,3481,3518,1585
303836,Bcl6,533,519,427,1209,1035,1545,379,394,343,621,443,1470
303856,Atp13a5,3,0,5,4,0,2,2,2,0,2,0,8
303862,RGD1562415,2,3,1,1,0,4,1.05,2,1,1,3,5
303872,Pigz,6,1,0,0,0,1,3,0,0,7,2,4
303874,Senp5,1567.9,1424.94,823.98,1012.91,1091.6,771.87,1543.13,1523.95,854.03,1166.41,1324.17,721.52
303875,Nrros,20,2,3,1,2,4,1,2,3,4,2,9
303878,Ubxn7,32,27,28,35,29,19,48,38,25,34,44,18
303879,Slc51a,0,0,3,0,0,0,0,1,0,0,1,0
303882,Tnk2,1262,840,2453,833,931,2006,972,972,2311,1110,1161,2464
303883,Lrch3,990,1184,986,892,849,920,1148,1129,1088,919,928,1125
303885,Rubcn,1144,1103,1860,930,957,1973,1141,1065,1785,997,986,2032
303888,Osbpl11,863,873,712,903,849,720,837,829,483,885,823,732
303901,Sema5b,2,0,0,0,0,0,1,0,0,1,0,0
303902,Dirc2,768,1076,736,1088,1073,757,1083,1110,635,1087,873,896
303903,Parp14,561,880,354,669,642,417,386,381,106,566,468,256
303905,Parp9,603,727,270,967,778,356,368,393,69,555,335,326
303907,Wdr5b,117,81,40,151,103,36,79,83,47,85,66,58
303915,Iqcb1,220,169,104,163,172,73,164,204,120,156,127,86
303918,Gtf2e1,784,598,786,692,715,941,849,792,566,974,1032,993
303919,Lrrc58,331,675,781,764,654,1082,787,613,758,411,596,1017
303920,Maats1,1,3,3,3,2,1,4,2,2,3,3,5
303922,Timmdc1,445,483,231,420,500,336,525,546,298,587,464,414
303923,B4galt4,200,383,127,212,146,148,232,190,116,164,160,193
303924,Upk1b,9,19,11,14,25,17,21,13,2,18,22,8
303926,Igsf11,9,73,73,4,21,3,11,11,28,4,3,1
303946,Usf3,439,432,729,335,350,783,490,408,845,402,375,541
303948,Nepro,317,204,272,336,304,265,169,195,310,302,188,222
303953,Abhd10,184.51,114.54,97.36,120.02,150.65,59.11,104.35,93.45,37.11,101.37,73.51,51.39
303963,Dzip3,270,479,274,386,437,295,473,436,345,325,370,229
303968,Ift57,671,486,386,563,557,447,533,524,357,511,500,522
303970,Bbx,147.6,292.92,240,221,197.68,269,337,210.65,295,136,202,221.71
303991,Hoxd10,130,254,156,27,233,35,193,195,132,125,14,39
304005,Nfkbiz,457,2577,287,4405,2858,1803,947,811,17,2883,915,1280
304007,Cep97,107,94,111,87,114,106,129,97,114,111,90,98
304010,Zbtb11,318,328,284,260,304,240,325,312,297,244,340,230
304012,Trmt10c,401,355,232,341,354,185,316,327,185,272,255,162
304014,Adgrg7,12,14,12,16,9,16,7,17,6,9,13,15
304017,Tomm70,1002,823,488,791,881,570,915,880,641,694,835,532
304019,Tbc1d23,989,1074,638,1163,1338,1725,1578,1443,794,1153,1887,1625
304020,Filip1l,729,932,1208,220,170,2423,1710,1554,530,1444,1858,4782
304021,Col8a1,2576,1049,1973,4483,3379,4126,5025,4380,3284,5357,6261,6311
304023,St3gal6,205,226,336,99,59,106,78,67,32,48,51,20
304024,Cpox,538,427,250,326,365,215,403,408,213,297,310,184
304037,Arl13b,349,376,167,401,336,199,413,400,177,334,380,184
304050,Fam3b,1,0,0,0,0,0,0,0,0,0,0,0
304053,Ripk4,1,0,0,0,0,0,0,0,0,0,0,0
304054,Prdm15,252,209,387,189,188,340,231,206,384,188,227,327
304055,C2cd2,943,877,1207,636,739,1150,1541,1615,875,1098,1298,1262
304056,Zbtb21,440,535,769,491,432,697,498,465,874,427,461,720
304061,Brwd1,252.7,445.03,244.12,363.8,308.28,223.25,440.99,401.86,292.85,285.3,384.87,220.18
304063,Ets2,677,736,451,746,669,300,355,391,353,440,416,253
304071,Sim2,388,602,804,243,201,288,485,517,295,290,43,448
304073,Cldn14,0,0,0,0,0,1,2,2,0,1,1,0
304074,Morc3,769,739,614,661,597,420,601,535,431,462,548,335
304077,Dop1b,241,260,483,254,234,545,303,338,332,277,392,490
304078,Cbr3,287,156,102,140,159,111,183,194,72,199,176,123
304081,Clic6,0,0,0,0,1,0,0,0,0,0,0,0
304091,Il10rb,731,613,738,936,810,794,606,615,483,812,611,933
304092,Son,2893.5,3886,3768,3221,3426.56,4498,3994,3713,4471.88,3026,3972,3893
304104,Urb1,387,337,437,251,296,342,301,317,524,273,337,246
304109,Tiam1,90,56,157,70,96,74,71,56,165,83,63,58
304127,Bach1,689.63,747.2,610.87,1309.52,1178.15,915.14,772.08,729.15,519.13,724.92,641.24,683.22
304131,Map3k7cl,92,667,373,2478,2483,2081,818,903,302,1262,1763,1100
304132,Rwdd2b,274,212,108,227,233,130,187,188,157,244,203,131
304135,Adamts5,1373,2395,1136,4797,4740,5598,1162,1150,732,1795,1530,3224
304150,Usp25,1083,832,972,897,909,1185,796,810,1081,829,816,1215
304157,Nrip1,424,639,495,482,498,464,455,371,569,268,330,338
304176,MGC95208,339,353,227,283,273,206,301,290,215,295,256,162
304193,Arhgef18,632,589,1170,544,542,1203,611,663,1221,577,539,1176
304201,Evi5l,737.84,689.16,694.75,569.56,601.85,817.71,678.21,655.6,654.69,622.18,543.86,848.51
304203,Lrrc8e,339,292,290,487,467,406,384,386,167,527,424,418
304204,Snapc2,465,529,569,617,571,554,526,525,449,615,383,551
304208,Cers4,354,471,234,282,337,266,466,340,205,253,216,257
304218,Pds5b,1156,1007,1256,659,744,860,1063,941,1312,645,789,711
304244,Fry,29,84,285,107,137,307,128,131,636,253,227,274
304266,Gbp1,1,2,0,2,4,0,4,5,0,0,1,0
304268,Rasl11a,79,322,80,40,69,257,202,187,34,52,85,64
304271,Rnf6,1010,902,513,831,1059,576,1115,1026,700,939,1010,795
304275,Zkscan5,281,347,290,335,351,294,393,372,252,279,268,334
304277,Cpsf4,905,570,648,636,711.57,592,559.3,614,671,702,567,517.65
304278,Ptcd1,344,355,372,383,354,264,339,363,302,358,294,303
304280,Tmem130,1,1,5,1,3,2,0,2,4,6,0,0
304282,Baiap2l1,381,904,1325,1223,1998,691,756,726,986,806,712,511
304284,Bri3,770,1129,1899,1117,1104,1766,1010,1126,1361,931,889,2008
304285,Tecpr1,382,568,442,712,521,624,501,530,325,655,509,773
304286,Lmtk2,548,547,778,524,472,678,623,623,614,590,747,512
304289,Daglb,429,370,301,456,443,300,318,320,238,509,401,386
304290,Kdelr2,6627,4771,5670,3888,4134,5812,4961,5275,6604,4841,4599,5863
304291,Zdhhc4,669,586,844,583,587,832,611,680,755,588,497,870
304293,Zfp316,153,265,164,259,211,211,269,262,140,197,196,210
304294,Rnf216,996,1191,1497,943,946,1647,1149,1212,1301,936,996,1583
304297,Sdk1,195,795,563,693,516,470,314,332,185,429,262,177
304298,Foxk1,224,236,657,143,150,708,242,257,696,197,193,784
