"","SHR_Joint_5d_A","SHR_Joint_5d_B","SHR_Joint_5d_C","SHR_Joint_3m_A","SHR_Joint_3m_B","SHR_Joint_3m_C"
"Serpina12",0,0,0,0,0,0
"Fat3",6.6669830964036,6.4427476307666,6.3791084047983,5.78397505148179,6.04535629717179,6.09042263311359
"Ahnak",12.498876312921,12.4222548017235,12.9858422429845,12.3956312585559,13.0329290452078,12.1890034662196
"Grin3a",4.65405078323738,4.57484428513633,4.37647397804255,3.77648995791038,3.58780913245704,3.92012310132802
"Akr1c14",4.4280298454464,4.59682284746882,4.7933339222976,5.19343525511014,5.48375614125542,5.05768812234279
"Nme1",10.3035634581379,10.2547508223256,10.4265644712515,10.6635852262524,10.3811063258262,10.3749384450196
"Tecr",11.8735360214809,11.9242610235567,11.7139160977437,11.87223464466,11.7579046468186,12.0000520705144
"Syt12",4.47205475231457,4.48144213835848,4.76009318157698,4.42389918127557,4.60501537787164,4.23111254333315
"Prss8",-1.97333668440903,-1.9734344760679,-1.97003718941681,-1.97329336414833,-1.96093642705733,-1.97046328642448
"Pou3f3",6.91493258279273,7.03991230653032,7.4284247305232,5.3245597757028,5.39428675854712,4.90842098126329
"Pou3f1",-1.47191517801124,-1.49379882118303,-1.47665411095642,-1.49353741157776,-1.49234868966414,-1.49914593926167
"Syngap1",9.44469413306573,9.47731207800826,9.46769685522789,9.23796577579532,9.4812811835116,9.35292972996257
"Dab2ip",10.7486817974582,10.744251860491,10.8038453261364,10.6208931278578,10.686588591911,10.5963623627226
"Vmp1",11.3273993799774,11.2964581064831,11.3154584709364,11.6633742358381,11.5654412004076,11.6108779904166
"Polr2m",11.7746313749122,11.8576339678413,11.8520904949201,11.6996040583608,11.8452220530987,11.7364552321864
"Tgoln2",11.6359666727474,11.6239498105078,11.462482292461,11.897289705669,11.9012447035561,12.0667431537791
"Hip1",11.4764308806261,11.424823078858,11.6535570993906,11.4957252139342,11.8174023084902,11.4536336415637
"Mpst",8.99811222887662,9.17144006595667,8.74566382438882,9.17857313283232,8.80203028244964,9.32941403066881
"Unc13d",4.05347875957798,4.2164707673739,4.08026480536701,4.3540215530537,4.33992311737819,4.40168229332487
"Tnrc6b",9.65213180612685,9.37764808006998,9.48334208784014,9.3957532228341,9.43277855358211,9.44581374346638
"Gpm6b",11.4589455814044,11.4789962987842,10.83286898167,11.1528272649522,10.4907896801073,11.457910430954
"Nip7",8.48846872329564,8.57106335653276,8.67200309691498,8.39882230443484,8.54458903029903,8.32946861036616
"Podxl",-0.0240404754584713,0.0324960471306747,0.053569084631996,-0.0240174043815491,-0.0236594789325818,-0.0731797404529598
"Nectin1",10.5050433039075,10.5504988010159,10.6112184901945,10.9684184742226,10.500028018127,10.650775808442
"Syt17",7.12647945021975,7.23692521639659,7.42431952177472,7.85446057567889,7.25239115368227,7.31080867621402
"Fap",9.26685610081321,9.19242918514355,8.19691328614161,9.6291001445868,8.35293450610523,10.0237466821828
"Ehd4",10.6119098991474,10.6281897305839,10.8594647016133,10.8584702780983,10.9396612034915,10.6596508540472
"Ubxn11",4.81342846080639,5.06891825198915,4.8469110314618,5.00604381652454,5.14222358314374,5.16839602477011
"Slc38a5",0.0482946337083311,0.0189872882568065,0.0741406080585674,0.0190638436747241,0.0194308660603165,-0.0212522922084782
"Spdya",0.538864108757585,0.56886073013203,0.621234628576859,0.733050313056016,0.57328311415138,0.585794504471647
"Dnajc21",8.19899537478624,8.18547408980579,8.23401638756629,8.19090328400721,8.23911735120659,8.17322866233662
"Prom2",1.20093777614463,1.26016357539759,1.14643494914656,1.31801422109387,1.20191002797632,1.34407785115964
"Rasgrf1",3.90984859531527,3.81369623526647,3.75754140402922,3.60484276293265,3.74942531961621,3.78136505253608
"Slc9a5",6.37111358073515,6.30100216628154,6.45590094776443,6.6036936753953,6.84416825281724,6.6040878898502
"Kat5",9.4077811049708,9.46659769943124,9.37166086589553,9.31349751538409,9.3016407251205,9.37309765655778
"Opn4",2.10150499073947,2.07210291988506,2.023263407318,2.2315917177536,2.1991878422778,2.27893032800996
"Spata7",7.45132379213149,7.37781231673767,7.28058059018603,7.52180288997238,7.5877097868702,7.68874380266984
"Cand2",8.88745929842269,9.04077435537927,9.00473190442406,8.89728992882121,9.01901523810251,8.91753750593878
"Ptgr1",8.87778130069408,8.91497425133518,8.91632301470341,9.15990677617489,9.05649277306057,9.08825453592894
"Haus1",7.00167650764569,7.01319105883929,7.26425563618338,7.09226996854475,6.97418034150336,6.77640330208316
"Cep19",8.80092310759367,8.84375597644667,8.83074168022006,8.89372312420718,8.81176132655061,8.844340087179
"Eif2b5",10.2612945141553,10.2831316694416,10.2388588011653,10.2088100610741,10.2071880023479,10.2413533223442
"Hyou1",12.6452956166644,12.6697560427198,12.615291035434,12.6154567110138,12.9492599390256,12.8245931192778
"Atp5po",10.8435157181515,10.8980020233913,10.9474600409763,10.8017319548085,10.7757608055276,10.7120452099631
"Akr1d1",-1.97298679320815,-1.97307486185689,-1.97001535301733,-1.96239732658225,-1.97236989439864,-1.97039908500564
"Golgb1",9.9813953317825,9.82319555825724,10.0086394470011,9.90738391958586,10.1474895969881,9.92109275630572
"Hspb6",10.0887270921849,10.0616137493571,10.0785970589763,9.77343824204443,9.93126742669967,9.8489261961667
"Phf5a",9.47904613374865,9.53034446236149,9.76593513864121,9.52333072197304,9.45987798128402,9.23036451104239
"Sez6",-0.295612179145179,-0.324702574390745,-0.355175043452143,-0.295403481170536,-0.324352955201836,-0.264860551502005
"Cdh13",10.631757725542,10.6612275059666,10.2817759084924,10.0126838008129,10.7750085871555,10.7585629012461
"Ehd3",10.3569734328648,10.4867048907549,10.0345459739502,10.9447457324066,10.3002528786807,11.0097924934033
"Gpr149",0.297732455053376,0.324865502850528,0.334673268718224,0.379622423042177,0.2691983822832,0.301036112896416
"Dctpp1",7.0050095795645,7.15612632834867,7.38422489152416,7.48052056415192,6.93117399871256,6.90219034386466
"Myo16",0.222240242846151,0.192980676610595,0.278282026473248,0.250835653141274,0.193484653320169,0.151488586485847
"Grasp",6.79007516235791,6.95483976798769,6.88743197958741,6.85563113919007,6.97924770812514,6.902464909243
"Ubb",14.5980607866304,14.6581205939935,14.4560908637989,14.6867988440895,14.6045147783967,14.8176566377562
"Pja2",11.3330919115582,11.2591120675347,11.3072547698093,11.1314480258301,11.373095536117,11.2411190007107
"Plb1",1.02315744767899,1.07278770823305,1.01609951625309,1.02373598664824,0.93965178592029,1.0135669479872
"Cdipt",11.2739871188709,11.3851012606808,11.442261890653,11.4143867712053,11.5257397360615,11.3573455527563
"C1s",11.8761349947096,11.8731340942185,10.878297367723,12.339838727532,11.4940565565644,12.9132848187893
"Pigl",5.75204255699563,5.87744889521109,5.82018995316708,6.06094872209566,5.8410841128347,5.94557219040146
"Ear11",-1.50216244713085,-1.50234936068305,-1.49025800506059,-1.50207964718755,-1.45606940161006,-1.49107242324516
"Gls2",8.42146983072728,8.59161799074212,8.62714676076514,8.59659237138989,8.47188669981305,8.41363668557103
"Sub1",10.1435496290876,10.2038853369927,10.1248642520512,9.8399569795456,9.99797237958827,9.96781791055587
"Plpp3",11.4377687271142,11.4369702229471,10.8576944734938,11.7268832999512,11.5044606029264,12.1953469529757
"Acot2",6.8978022913485,6.99161347733634,7.19144491034181,7.31301029549963,8.02115187531775,7.4203440594093
"Foxe1",-0.60206770165445,-0.573413026697775,-0.554635753670694,-0.572746153673177,-0.601811386607802,-0.620383380645908
"Dad1",11.4500227414037,11.4915721272385,11.5734404333098,11.5541398163167,11.4766297315274,11.4127417749333
"Coro7",9.0932051278197,9.11350788620085,8.89362461210559,9.02962079645745,9.01807257918119,9.23357858272401
"Stip1",11.9060667549914,11.9018616942434,12.0848338852283,11.9216320108043,11.8710990370896,11.7154958633361
"Ppp1r3b",6.08893922382287,6.01732044280854,5.85815390173728,5.86555590041545,5.5846237079043,5.9200657357383
