"","SHR_Joint_5d_A","SHR_Joint_5d_B","SHR_Joint_5d_C","SHR_Joint_3m_A","SHR_Joint_3m_B","SHR_Joint_3m_C"
"Efcab11",5.11927223358813,5.23968659157521,5.36632272429517,5.62425612626318,5.11262826305126,5.18159888294372
"Tc2n",5.62993200356146,5.74784739743292,5.47476902642611,5.45369857606045,4.99815921956457,5.44004957188359
"Itpk1",8.7710700335189,8.67451676266039,8.54568541509877,9.06553952480385,8.84954795672809,9.13465172375684
"Ppp4r4",2.37533922016925,2.45029285471754,2.51666247737185,2.50199936810379,2.4433642341936,2.36883536122024
"Ccnk",10.2222831375989,10.1683940179636,10.2911993596369,10.2505669521432,10.1290200234047,10.0939327059183
"Zfp839",6.24976247742382,6.27619136185512,6.23630636002292,6.10473473049164,6.28017395589314,6.21912490280893
"Cep170b",11.4619657924131,11.4979859380362,11.4527624744519,11.5342306148038,11.5834073485198,11.5860323724346
"Cdca4",9.82256873114589,9.86224575493235,10.2313946144047,9.70329475883495,9.84764545692166,9.38648273651274
"Tmem196",2.90327631120585,2.94220217805382,2.89799042558607,2.75975185871936,2.8546999118516,2.83197470432925
"Tmem198b",7.52159589009946,7.56085021737022,7.52322739439625,7.64344977255899,7.71761591534066,7.69852850328841
"Gipc3",4.21033446915073,4.20496897263931,3.84734526794226,4.25427866015212,3.98833234790823,4.48161195698294
"Cactin",9.03634437374465,9.08456979642174,9.05926707126425,9.02402883040949,8.96383019846205,8.99511952825471
"Btbd2",9.70467210657321,9.71228510560513,9.35096756143808,9.54420529316409,9.54350918704652,9.9013682847564
"RGD1562114",7.98128359728068,7.96491075495201,8.08972735252181,8.50772437376367,8.12377295883065,8.19911848989169
"Misp",1.08610670196624,1.05735799864727,1.11974979037273,1.11397473484025,1.15190437566415,1.08492211518623
"C2cd4c",3.46225516180077,3.33735769091924,3.44131444019698,3.48304114015852,3.29716146940616,3.34859329094537
"Cyp4f17",7.12989066247332,7.0476729410085,6.98386472272617,7.52030720285179,7.27253280922033,7.5013370850508
"Rfx4",1.98771246940087,1.98626495298744,1.94695141498711,2.18742948318061,1.90090959322954,2.08420683441212
"Slc5a8",0.0285149410019951,-0.000689365971539856,0.0161778526457489,0.0287288488099577,-0.000251292194843013,0.011973713177036
"Fgd6",5.94010084408358,5.71117088425114,5.74751138807593,5.30600121170722,5.44477301611242,5.45351159000126
"Galnt4",8.34832004810392,8.35350451950052,8.1421195569343,8.31684238054905,8.11324061907343,8.42383422667916
"Bbs10",6.68870777513299,6.64247237111977,6.74642724012973,6.78478297642142,6.66819170385482,6.64565017313477
"Helb",7.97363742160396,7.87982981696295,7.91970011463104,8.06882785670036,7.9151938226754,7.99904434434029
"RGD1561648",-1.48076720355085,-1.48093385144514,-1.4901175672449,-1.50065747590534,-1.49956397173322,-1.49084368407238
"RGD1565498",7.64202652232179,7.64055174350358,7.59754565627672,7.51984548366742,7.74630369186626,7.67681806440281
"Dtx3",9.95067229908006,10.0376725687189,10.0667471737727,9.94096825718977,10.1321890871896,9.96400393231647
"Rgs22",5.60189810719885,5.38928008331568,5.31563108178216,5.2671311943861,5.20559663081347,5.41632192607489
"Zfp706",8.8242250499447,8.76558591146821,8.89412170576579,8.74510122084391,8.79364883487517,8.67015880280022
"Rspo2",2.60312849404099,2.93113357692052,2.7053764458409,2.60445061764841,2.47367705266178,2.60081842479495
"Tmem74",1.55415233749675,1.62863150541027,1.55729832603849,1.46954142536663,1.56402460824291,1.55087661221979
"Sybu",4.27783240103097,4.28987735852482,4.45128229558196,4.50444469496107,4.35783306595808,4.26371146465551
"Mtbp",7.92206367354658,7.84191144288375,8.2345459103547,7.72808382889229,7.76728893906468,7.39512803183895
"Tmem65",9.3124799235557,9.32801640837277,9.26290167203318,8.93072271432355,9.19690664204452,9.12116117211509
"LOC500877",1.96355878979413,2.08110860757455,2.06802112277172,1.93766660440251,1.97634794760374,1.91131985191575
"LOC500881",0,0,0,0,0,0
"RGD1564548",0.0171949377133768,-0.0119868680155401,-0.00314327230051132,0.017408691391092,0.0207200129850065,0.024811659337479
"Gli4",7.44747429271356,7.48530470252131,7.34949516891976,7.27740682024358,7.23416944670627,7.3726824621726
"Iqank1",0,0,0,0,0,0
"Wdr97",1.20044655362331,1.19950404095369,1.21893258743417,1.172448969912,1.29429179739843,1.21441309350955
"Mfsd3",8.4353457007125,8.53328995559485,8.4340365840584,8.66890975002129,8.74180868235363,8.75564046028274
"Lrrc14",7.85952829149675,7.93083332856681,7.96396381304838,7.95088251272861,7.95303675316929,7.88317662993235
"Arhgap39",8.11836659531687,8.15828047683388,8.16471213863781,7.82112680879936,8.09042865888822,7.92938913128136
"Ncf4",0.0121199044729669,0.0120677680576121,-0.0143458998267701,0.0121432220452325,0.0125049703580203,0.0387638322936861
"Cyth4",1.20969186887093,1.17885135576587,1.13725149780722,1.20994706012815,1.21389623696832,1.26894176305942
"Rps19bp1",5.71187029717874,5.74235259060726,5.95252815751634,5.86050900679216,5.70366809011049,5.55667183482799
"Ccdc134",7.64049697991527,7.80266091786171,7.69355102435472,7.90737500916045,7.85959547614401,7.911513167186
"Serhl2",7.09384226831824,7.21812638136222,6.83584279864156,7.23704434897331,7.1629885201901,7.52015796078037
"Shisal1",4.41990313764114,4.341807708831,4.33892549506122,4.66583600513973,4.32672914292496,4.53821250220719
"Fam19a5",5.4451185939589,5.68530423285604,5.7833738316959,4.85963653341515,4.57100833554122,4.49716001618976
"Tmem117",6.57847724078519,6.3845457909796,6.56520446364853,6.76645618312537,6.91558115601155,6.75732572180234
"Ccdc184",1.62480301302478,1.6242218487619,1.63783978909781,1.73351277978066,1.66027815243829,1.683568107905
"Tuba1b",15.2030815809809,15.2713166070319,15.490005829063,15.1744595472878,15.1367823966842,14.9028142369295
"Fam186b",-1.47191517801124,-1.49379882118303,-1.47665411095642,-1.49353741157776,-1.49234868966414,-1.49914593926167
"Msantd4",9.55557279486786,9.49445542816236,9.37833837026897,9.29193820831926,9.40509832885249,9.49519400983202
"Arhgap42",11.0285187730664,10.9424138178671,10.8232654622528,10.7315910513006,10.6135590225369,10.8347758701326
"Kdm4dl2",-0.282975013409872,-0.283018669226814,-0.290357814105082,-0.282955488531572,-0.189336439287763,-0.228784991122928
"RGD1561795",-1.97298679320815,-1.97307486185689,-1.97001535301733,-1.96239732658225,-1.97236989439864,-1.97039908500564
"Hephl1",-1.96896873395618,-1.96906370753062,-1.97429755893791,-1.96892666206527,-1.96830346787297,-1.96333372677461
"Vstm5",0.731334709069595,0.860326796147576,0.789238615193962,0.731563561200434,0.766120023179198,0.755433929604439
"Zfp317",8.13168809057618,8.15736934446489,8.09295977702069,8.01335130085331,8.08221951043631,8.09935434614466
"Ubl5",9.67079025978156,9.77394878271661,9.55543367074287,9.87702055934883,9.77900430286712,9.9949482816142
"LOC500956",7.21103959246574,7.20396933278247,6.87737494221289,7.2001630111548,6.64660023095004,7.25351114146363
"LOC500959",5.91502274417303,5.86094916819566,5.896636399426,6.09528517797282,5.57508167576866,5.82653298362909
"Glb1l3",-1.97298679320815,-1.97307486185689,-1.97001535301733,-1.96239732658225,-1.97236989439864,-1.97039908500564
"Prdm10",7.35373964555671,7.38940105512706,7.56925239809429,7.35365184447362,7.327268755951,7.1427782524599
"Stt3a",13.0535037847853,13.0276372722694,13.1816481597346,13.1683555252407,13.2651590562618,13.075679659544
"Slc37a2",5.45257266765097,5.53730728929437,5.12420529473429,5.86853850701965,4.79364718208021,5.70182752828831
"Zfp202",6.8108135527434,6.91598474580916,7.26195090208423,6.80350844030814,7.06619151509191,6.53629822489207
"Cbl",9.86457145244082,9.74384406413972,10.0202763794715,9.66381229705888,9.86408065840442,9.54787785655044
"Pdzd3",-0.0603948248365543,-0.089584194624345,-0.0442338376568932,-0.0601816764076648,0.0327358470754481,-0.0444785867396648
"H2afx",10.7800257579717,10.8531990327937,11.2134967635472,10.9296766990512,10.5426743296057,10.3392911461639
"Ddx6",11.2692409425323,11.1670488100639,11.1643840025467,10.9914535872024,11.1972172016724,11.1480962681888
"Zpr1",9.99658389771251,10.0361158438253,10.0647595985998,9.9901331862707,10.0653351201092,9.97932442535903
"Nxpe4",4.82325747984715,4.7854124174782,4.76469011657247,4.89952682034762,4.95249302639048,4.96565475545925
"Nxpe1",2.46015646431949,2.4331572611564,2.34912110921205,2.4613934001819,2.42618467667848,2.54132479195608
"RGD1563941",5.26174569723687,5.14095617462404,5.24714153988052,5.46727291424102,5.34231596545179,5.35900383589635
"RGD1564937",-1.48067605790892,-1.50103072315489,-1.4901304295019,-1.48060141419446,-1.49968191018997,-1.49086462322222
"Layn",6.79914905854766,6.87838018118554,6.6675235902659,6.92584013774696,6.74624915761749,7.00728567728293
"RGD1563578",-1.96896873395618,-1.96906370753062,-1.97429755893791,-1.96892666206527,-1.96830346787297,-1.96333372677461
"RGD1562618",8.77733294840397,8.85746677171068,8.70234978789202,8.61518947415485,8.63164903341511,8.73846932595028
"Spesp1",0,0,0,0,0,0
"C2cd4b",-0.282901282012544,-0.283369231740786,-0.265303562639544,-0.282692054394045,-0.279450685111998,-0.298903063990143
"Sh3bgrl2",-0.56274489253449,-0.619881915247159,-0.604407556812368,-0.619832484909757,-0.619595464817669,-0.60661982194217
"RGD1560917",2.6749982507078,2.55226255043005,2.58695142869203,2.69889977843748,2.65154747780689,2.70190259999908
"RGD1560775",3.080185641791,3.15226185143238,3.2139193077804,3.44201465653566,3.20488033275143,3.22575193347483
"LOC501033",4.66946466418143,4.43176167481556,4.39473059346655,3.82516635388166,4.55800288313928,4.34746719454242
"Slc25a36",10.3000779920938,10.2185049569487,10.4076411183175,10.2527360827399,10.3039354729254,10.1299861340363
"Il20rb",5.87727210957734,6.03751194939282,6.53637003071654,7.2705551512022,5.67172324692218,5.89216119783073
"Bfsp2",1.57995658335921,1.60722144559496,1.68242939295438,1.73766775220722,1.61539812020974,1.58769255773119
"Col6a5",-1.97298679320815,-1.97307486185689,-1.97001535301733,-1.96239732658225,-1.97236989439864,-1.97039908500564
"Poc1a",7.16106268111642,7.24337157250147,7.63724478187929,7.33814061336306,7.11155451743033,6.78981991032635
"Gpr62",-1.49363219441718,-1.49381391896466,-1.47661567559035,-1.47178144437066,-1.49235925951245,-1.49917773304212
"Tusc2",8.71444579247365,8.71625774053617,8.5940365126925,8.79930130146257,8.72196492624466,8.88194836766603
"Tmem89",-1.49385937982704,-1.49404994876211,-1.47601468071271,-1.49377496060311,-1.469694702948,-1.49967481535743
"Kif9",3.58138071812367,3.53338142595729,3.52153546772039,3.68613060557583,3.7606275084334,3.7592246613247
"Tmie",2.9316424769926,3.01082059748587,2.90653288408689,2.88755459175533,2.77214036982186,2.89454613394094
"Cmtm7",10.3876099997111,10.4891755097137,10.4640350958045,10.5538104617382,11.0080969475791,10.7553113635665
"Golga4",10.2830095308745,10.2057368880025,10.2406089309124,10.4524695661718,10.4886366914413,10.4743174073326
"Dlec1",1.19792381569834,1.25212050906548,1.20864707559765,1.2265611917636,1.20192258467714,1.23061697500463
"Acaa1b",-1.01807755848993,-0.989027217612138,-0.986448505171131,-1.01806554148328,-0.985690060836951,-1.01898168404002
"Pdcd6ip",12.3578493535203,12.3463142283665,12.4617579128905,12.3539960794233,12.5299644084295,12.3323041219792
"Tbc1d5",9.55435766398746,9.61221973558641,9.51377057131302,9.51241217156218,9.69135883467784,9.67140363159393
"Rftn1",9.41094644233423,9.44332492283955,9.24693084542797,9.50085371224639,8.98916879555126,9.42521609105774
"Mdfi",7.32047945654529,7.44338098519171,7.15616070435747,6.80998333131233,6.03638705381457,6.64895470907448
"Srf",11.5994684589538,11.5905914923113,11.6254924576298,11.3366802864914,11.572558329052,11.4241568257745
"Crip3",-1.06450653357079,-1.00828863085782,-1.034470139954,-1.06449525911096,-1.06320065964853,-1.06577540164005
"Lrrc73",5.19833219002787,5.3651933995937,5.29067621086214,5.40361067394478,5.4175262051612,5.40165502350163
"Slc35b2",11.1462206224548,11.2446526186386,11.0603975066246,11.172406039717,11.0621004324783,11.2522923500197
"Ankrd66",-1.96248844200724,-1.97305182812556,-1.97001392749359,-1.97292564389865,-1.97235183959823,-1.97039494932125
"Gsta6",6.02426116059042,5.97168538321868,5.79604312610937,5.90225647188735,5.83785921809403,6.07198799078587
"LOC501116",0.0284166639229075,0.0283627655012778,0.108039974609981,0.0284407693294157,0.092525483250958,-0.0191671336077011
"Fam178b",3.96857539001789,4.00387745376053,3.9208907812213,4.28427497657741,4.16679126829604,4.29086876310464
"Vwa3b",2.00922875605244,1.93276151477614,1.93112156784231,1.90861547808499,2.05398996122351,2.02117628722624
"Rfx8",4.54811092827715,4.50973385480098,4.37643932260313,4.63946777014775,4.6011468723194,4.77279039016952
"Tmem182",-1.96896873395618,-1.96906370753062,-1.97429755893791,-1.96892666206527,-1.96830346787297,-1.96333372677461
"Boll",-0.620546729957747,-0.564223721707262,-0.573540402423102,-0.6205314247355,-0.620293952002555,-0.63925751177843
"Satb2",5.29608745996284,5.31271384935618,5.10805991114393,5.39782307648801,5.27317177408288,5.53183816880103
"Stradb",7.83373878288037,7.85028692959786,7.84387498672181,7.99566773668596,7.96473207976738,7.97833777774398
"RGD1562029",2.11851879937688,2.11612558674634,2.14277676438175,2.06865201183595,2.02154944023854,2.01964615471711
"Zdbf2",2.70411734746029,2.62622982257559,2.81008915883905,2.39172431792167,2.39422418814941,2.24805867921443
"Rpe",9.18310989976113,9.16032667894517,9.20250785356712,9.10007476682634,9.40829151362941,9.22339357601391
"Mreg",5.59166765783628,5.67090450038542,6.07544742747925,6.38633740188928,6.15485367170634,5.82643418842941
"Cdk5r2",-1.96896873395618,-1.96906370753062,-1.97429755893791,-1.96892666206527,-1.96830346787297,-1.96333372677461
"Gmppa",9.51916296376425,9.59935553412799,9.65791900974742,9.7089202670361,9.54532511613528,9.5284629307844
"Pid1",8.47697243795481,8.58806511573611,8.29612512153157,8.82714221809506,8.5602627141805,8.93009612145167
"Efhd1",-0.321982841988893,-0.378967466697847,-0.342167826039411,-0.321597942808197,-0.3465181379947,-0.342365368705407
"Rbm44",-0.0902146599379918,-0.0364776746884904,-0.0671136266110228,-0.0900032833008681,-0.118839356360208,-0.100653860532757
"Ppip5k2",7.08999461530848,7.08261891493195,7.11251695223753,6.93451959593045,7.13002142731068,7.00606032450325
"RGD1562136",9.5774980622711,9.59468297240248,9.8056317157087,9.50665004914787,9.80517622734473,9.4363719398744
"Tmem232",-0.368096799478049,-0.368138205213234,-0.330979297670818,-0.28342195539243,-0.30466016670463,-0.331179265723354
"Tmem200c",3.53091479796988,3.4833823282798,2.5717644988286,3.76289758817548,3.40533028323421,4.51949800000109
"Myl12a",13.685242992614,13.7325191538838,13.8217233416213,13.7365311830369,13.8780543878125,13.6944505170523
"LOC501230",5.2021817601452,4.98453371382123,5.54095638883403,5.72713282585227,6.91483319527953,5.87338435871508
"Vwc2",1.30893522812377,1.27937944290143,1.33683027069271,1.46549965839024,1.28415250739808,1.33215314771406
"LOC501266",8.25034508791041,8.20745850400289,8.39338513183664,8.18860177226273,8.28410104602946,8.0718680732661
"Ranbp3",10.3471256631426,10.4444571245744,10.3063945130554,10.3078826342835,10.3093706735941,10.3980235347419
"Mydgf",9.81042464648091,9.93822621981517,9.83967876451663,10.0991124148844,9.91155440577176,10.0399800789595
"Plin5",-0.686135768088614,-0.657623389116419,-0.656518239256851,-0.628837538437333,-0.653794560269557,-0.656677388699111
"Yju2",8.60495751925961,8.61283011165867,8.54899414922284,8.60446795696206,8.57135802691813,8.6478126581764
"LOC501396",1.68447433956073,1.7344435953344,1.65824446466149,1.78638029483643,1.66444191492734,1.77662560766796
"Cbx4",8.63819366977196,8.7001326215438,8.71242749100399,8.58269063014161,8.53329947055258,8.51473070500099
"LOC501416",0.372605399601723,0.34404674305719,0.351689779899068,0.373002443903174,0.379143722182377,0.382709374473163
"Oaz2",11.6297406941499,11.6960599729819,11.3852623591441,11.5403697213498,11.4056774863039,11.7506615782486
"Zbtb33",5.78021822851148,5.48060277586824,5.73273873860146,6.0610199461855,5.8982632606098,5.87731336698606
"Tut7",10.2244990894334,10.1538385676741,10.1338988650811,10.1445835530071,10.2901607672279,10.2726421235902
"RGD1562289",-1.49342337482002,-1.47280033917582,-1.49796450698913,-1.49334647373246,-1.49220736849833,-1.47792427112418
"Ammecr1",7.37934604979325,7.34992018960532,7.49099967447108,6.67946815228237,7.01235032954384,6.7195426861413
"Trappc2",7.8175085830063,7.919316135541,7.51997341745323,7.63844924534124,7.44373460587067,7.88953086742637
"Fancb",5.9366229360564,5.91728952430755,6.29951733372481,6.04351844437472,5.99843260693306,5.64841442211105
"Rai2",7.67644628135344,7.60251060012104,6.91234156259989,7.83497187492278,7.47591800023212,8.3825818157148
"Map3k15",2.49156918931644,2.41457612770411,2.53843750077964,2.4431445002924,2.45786803830766,2.36514142703066
"Bclaf3",7.91947273784434,7.86371427872303,7.85106631414293,7.59007465501293,7.76674626988788,7.71893765659116
"Rps6ka3",10.2252841979635,10.1063317167996,10.2512690719612,10.0131863625357,10.3179551284448,10.0801096309106
"Prkx",8.56911983224103,8.52665180839059,8.51464321216453,8.45302895920083,8.70664857659404,8.61308137604872
"RGD1560207",2.28838292995187,2.23459519704268,2.33816357021579,2.31448903722662,2.38304337895704,2.27209170137332
"Tmem47",11.4594689876964,11.4336994389057,11.3012053050624,10.9704296502756,11.1619463478289,11.211566907291
"Gspt2",6.60469260252471,6.64133865452621,6.55175551410785,6.76652286870756,6.72832507211855,6.81868408483066
"Amer1",8.01544018059073,7.85093844871378,7.86013623570252,7.60131926267387,7.86679127090585,7.8071083457396
"Armcx1",5.71400515004821,5.71103560593463,6.30729326049198,6.92019442750629,7.97369203128995,6.85217034689756
"Bex4",1.49352485612881,1.58423077745998,1.48462143950319,1.46879491725389,1.39056986899321,1.48393877041476
"Tceal3",2.51187996810915,2.57914427101091,2.54432377400222,2.31865343797536,2.41803417538162,2.36953215223629
"Mum1l1",8.13003527407459,7.86800741396416,8.11356089085156,7.32497104813933,7.55029050181826,7.32309122814661
"Fam122b",5.78854196552121,5.73621161672478,6.12549819564267,5.49355121100987,5.54828109173042,5.15779474685047
"Vma21",8.39738284254051,8.3606168940044,8.20437810196127,8.40011403478978,8.49608860469128,8.62272308605172
"RGD1561481",8.12285429453101,8.06145773112399,8.13101892202834,7.98803253235192,8.20850450985487,8.05940561190256
"F8a1",8.35537347161674,8.29713181329742,8.2586107362929,8.44281986881888,8.314437273592,8.44627047736962
"Fam3a",9.62224479045487,9.71237723756044,9.41069399733358,9.64258902040195,9.56739952425256,9.86161128900134
"Slc10a3",9.84721521028931,9.89758541487696,9.83542972322907,10.0554500088495,9.98506383249475,10.0572275100262
"Dmrtc1a",2.5365395370829,2.34124689850819,2.48687068365672,2.58635176375335,2.70566170340186,2.59802926771642
"Lsm11",8.22327610984789,8.29139781161271,8.43818173388298,7.90630565325427,8.13335097795001,7.83898354244946
"Myo15a",5.80986892730533,6.00168748234488,5.74092497176646,5.6625127019009,5.57900323993362,5.78561120397591
"Cenpv",6.79600023456855,6.92086334932426,6.64860368719508,6.84931233283108,6.75969483782931,7.01433169008152
"Mis12",9.24061264299608,9.15934830572861,9.24159561419797,9.19931676385698,9.20684237997129,9.16146443207851
"Slfn3",4.91886899777682,4.75650941414429,4.9772689997734,4.86334681155502,4.32949262721913,4.45683992557423
"Qrich2",0.672601223464272,0.672094150776321,0.628140975160375,0.728456824487777,0.676339873408972,0.746605060908296
"Cd200r1l",2.02625716879725,2.08480396059335,2.1720260753861,2.41994453144586,2.21588591956805,2.20141971481616
"Prr36",7.91094451129842,8.03891708300793,8.17044145751155,7.83966053831514,7.81656813132255,7.63260367446047
"RGD1566006",0.719798874285835,0.719712605040644,0.687529447171342,0.881303275981791,0.720435982951887,0.833095921958736
"Coro1c",12.6039750868798,12.5492933197412,12.6074988693936,12.4008413810944,12.5077142878701,12.4234131683992
"Rab7b",6.26043274937039,6.32559446362399,5.92422833145359,6.38903746070339,5.75201019343602,6.4393091021133
"Axdnd1",-1.05157272648645,-1.02336806205961,-1.02896574836643,-1.0227237910944,-1.02038068934322,-1.03005688612541
"Mroh9",-0.103395823705161,-0.103868467510926,-0.0886457166643629,-0.0478779259280084,-0.0999105498415729,-0.0888806668284716
"Sh2d1b",1.53570820866956,1.56043752701173,1.5534748644366,1.56288567629596,1.54557346003191,1.54882757156798
"RGD1559459",-1.97333668440903,-1.9734344760679,-1.97003718941681,-1.97329336414833,-1.96093642705733,-1.97046328642448
"Smim20",7.82293155900058,7.8404741296301,7.82050694094047,8.04154124795556,7.7787376912959,7.92133537300061
"Slc2a9",7.44914173413586,7.63528273190397,7.26396437594668,8.75721391869128,8.13234867302871,8.72302915293323
"Zmat5",7.50121794958005,7.51918420508646,7.70387172495082,7.59242965590741,7.54909608760998,7.37709222414114
"LOC501934",0.373543169424589,0.400761179840163,0.421329843437594,0.402049399598242,0.377175734531067,0.355434898259436
"Il25",0.868934633748894,0.840250018008837,0.835041359244877,0.869344134872315,0.875677781487348,0.89206192481382
"Cbln3",1.21067969867257,1.23536634930828,1.17782726133838,1.15550422325292,1.15924215163295,1.20256895009498
"Dpm3",7.98171207813357,8.12434001566312,7.9957579979877,8.1897897626396,8.06900910930402,8.18666748488245
"Lrch1",9.37510928175753,9.3907974812894,9.12817030750202,9.25115376410441,9.5112154608686,9.63596768650795
"Rwdd4",10.4565390431308,10.4675326751809,10.5365614812152,10.2708279669809,10.4027280952612,10.2622524090618
"RGD1564308",2.34571564079484,2.27460495264122,2.2447600285169,2.14898248233483,2.32260731116238,2.30119516494973
"Rnf122",8.28637349679185,8.29063425305938,7.69173718364901,7.96862718789924,7.99776049414513,8.5799605322988
"Hist1h2ah",1.6135571983371,1.63828400266721,1.59370608358099,1.66646219141258,1.56233214529076,1.64661168527284
"Hist1h2ai",2.50863976825996,2.6243770260238,2.73548301922402,2.62775187453442,2.51447063151007,2.40213663094011
"Lvrn",8.17992956206686,8.13713952802179,7.69308458388276,10.0588727010939,9.63147635492185,10.3106244891694
"LOC502176",5.00590690295949,4.99789395616975,5.18199106347258,4.76664555633485,5.17548689856581,4.79097559354237
"Lrrc29",3.8830382399747,3.77013951028239,3.83688256941399,3.94493593265364,3.77487917074799,3.84961385741537
"Slc38a8",-0.411363093002242,-0.303038129806058,-0.367462631193572,-0.411345385731416,-0.411070635812617,-0.400945990982594
"Raet1d",1.90151460205853,1.98833732760406,1.96405987319532,2.16684705678265,2.08756483758281,2.10807203881871
"Lrrc14b",-0.581106012123314,-0.610224274482771,-0.625502657976909,-0.610174396824861,-0.577712640204724,-0.564106003840927
"Gtf2h5",8.71685080490645,8.74773122572627,8.77684364166758,8.7292103207124,8.75975296749606,8.69992901775302
"Tmem181",10.1049278156952,10.0662805586241,9.99129117681297,10.397811652501,10.3013302490045,10.4438839610994
"RGD1562625",0,0,0,0,0,0
"Zfp773-ps1",2.58462866153978,2.6262394817578,2.47598612849331,2.5378369294179,2.47025102989734,2.6334919228131
"Rnf225",4.0450554496421,4.09111240271841,4.16730203506555,4.04671998478451,4.01448100581233,3.93138238641313
"Igsf23",0,0,0,0,0,0
"Lypd5",0,0,0,0,0,0
"Zfp566",6.30281842542789,6.40977324994056,6.26003574509987,6.05949813017985,5.99013102505205,6.12107467020031
"Aplp1",10.2033476861878,10.2759908927252,10.2215734100971,10.227911556639,10.5565134490168,10.4103083821873
"Faap24",6.21447235157709,6.18677578166617,6.18590862708629,6.38349051042313,6.27275573920763,6.34283856435072
"Ceacam18",3.11380006050111,2.90344597796266,3.04560422452338,2.95726602457732,3.07643291111949,2.97986826255691
"Stard5",7.48683066335138,7.48162197397868,7.45499635657336,7.57987733276117,7.31179243718987,7.4750648470672
"Bola2",9.77299023730818,9.86698954037625,9.83665084379302,9.95588676414208,9.9201403474782,9.92135260085933
"Syce1",-1.97298679320815,-1.97307486185689,-1.97001535301733,-1.96239732658225,-1.97236989439864,-1.97039908500564
"Polr2l",7.52019318490308,7.76623815435327,8.61932102896404,7.67225748768531,7.51687364190297,6.61846020545828
"Npm3",9.58698066962382,9.65929961875814,9.93198636500214,9.54920400947745,9.45370073445488,9.19260615115501
"Tbc1d22b",9.074335849037,9.12728724114145,8.95494693165911,9.08411895657563,9.05632760834845,9.21608789589216
"Slc35f1",5.50735401809509,5.31364293466652,5.41247776840478,4.64713352982506,5.37746278792323,5.01031886685017
"Afg1l",5.06189314129069,5.02704235849119,5.0149996062651,4.99701556589708,5.06453318444282,5.06024251879579
"Serf1",7.24619222958979,7.32700472425226,7.01200734881623,7.59429238212233,7.33475669979488,7.7391156690634
"Ttc23l",-0.413548512632566,-0.413588436000733,-0.377693410877023,-0.302884523341603,-0.381137811754472,-0.377886230987664
"Dnajc19",8.09281045162696,8.06820319274851,8.00097425890123,8.14152317260404,8.1241487612378,8.21236853020743
"Eif2a",9.87457614577104,9.88262205392887,9.81839430654814,9.83489888400395,9.80956769323058,9.88243808191907
"RGD1561998",1.64547405019046,1.57172154423058,1.58659274563334,1.49496311127813,1.50166098503788,1.52031709973519
"RGD1560162",0,0,0,0,0,0
"Lor",-1.96890748399065,-1.96900927764493,-1.96242429084464,-1.96886239090508,-1.9681944449576,-1.97506250790449
"Nudt17",2.00431940053422,2.07637026748951,2.06491558456568,2.03094215074854,1.95796976617455,1.96988520790773
"Srsf11",10.7649634913992,10.7372894082197,10.8721022008726,10.7446453351856,10.8462844564428,10.6744891447511
"RGD1564854",1.38455272828287,1.4092502182476,1.34352388318632,1.38514458960744,1.30098438069037,1.39644207522782
"Mettl5",8.02607371141223,7.9924512874117,8.08662121613493,7.8766511421075,7.95107609019021,7.8365048994259
"Mettl8",5.68063689311583,5.66037982654419,5.6999807834872,5.73692522907986,5.78200459118186,5.72999248647367
"Selenoh",9.28400412536723,9.33008679016336,9.4601105727952,9.657860308013,9.20913825922689,9.28043416859004
"Ypel4",2.96919872365539,2.90228040126303,2.68149671316454,2.74029039048201,2.72676620904911,2.98777114906022
"Serf2",12.8562317428796,12.8978216413057,12.8997630012738,12.940144600756,12.9810748219014,12.9378734021476
"Dstn",14.0479141169331,14.0363611725423,14.0642850574289,13.8594412870933,14.0927075273929,13.953926994552
"LOC502684",4.39910297597196,4.59319380872263,4.45615979560086,4.28017192125823,4.42020873707175,4.39017892591143
"Tldc2",0.720333625330578,0.748905575999056,0.753219518098918,0.881782684849258,0.784236449460203,0.81440964972063
"Dok5",6.19568761590672,6.07927183098449,6.05704447861732,5.92663118341973,5.97040454166263,6.02895310736947
"Kmt2c",8.78963440580907,8.48848393967268,8.99940556708774,8.33275856212697,8.60932006530089,8.11069291936706
"Lrrc17",5.44722921681568,5.2847163686611,5.49148774150713,4.37864519991517,4.14746235192429,4.13753882715099
"RGD1563349",4.6019596245049,4.59622747424861,4.82317392951303,5.62501837878928,4.8472190478335,5.01203833317512
"Vwde",-1.97333668440903,-1.9734344760679,-1.97003718941681,-1.97329336414833,-1.96093642705733,-1.97046328642448
"Ankrd7",0.141117359554518,0.111999097378212,0.172059998188596,0.223114356977021,0.144674928813904,0.138392873173231
"Cpa4",1.09267781886348,1.11738673183902,1.14199647374415,1.0374486385532,1.00884566135497,0.986182951561186
"Agk",8.67284390041735,8.6779463677279,8.6681245702339,8.63132773862872,8.68586745157836,8.66586815894227
"Zfp777",9.30393623236413,9.30310498830912,9.44680930251283,9.09919172604011,9.31096068338095,9.06178751253433
"Cpvl",0.648307367616001,0.646694296288733,0.608467951198289,0.567319572986769,0.570794721877072,0.608090028185998
"Scrn1",10.8611307292868,10.8873302806534,10.8462821704821,10.6136593249531,10.801822701719,10.7356893478241
"Pigy",8.63936801163631,8.69978666298648,8.33337877873463,8.87904003830655,8.65024263690965,9.10083989618487
